Domain,Area,Element,Crop,Year,Unit,Value
Crops,Mozambique,Production,Cassava,2017,tonnes,3867000
Crops,Mozambique,Production,Cassava,2018,tonnes,4139120
Crops,Mozambique,Production,Cassava,2019,tonnes,3987446
Crops,Mozambique,Production,Castor oil seed,2016,tonnes,77616
Crops,Mozambique,Production,Castor oil seed,2017,tonnes,80107
Crops,Mozambique,Production,Castor oil seed,2018,tonnes,82598
Crops,Mozambique,Production,Castor oil seed,2019,tonnes,85089
Crops,Mozambique,Production,"Cow peas, dry",2016,tonnes,73694
Crops,Mozambique,Production,"Cow peas, dry",2017,tonnes,88189
Crops,Mozambique,Production,"Cow peas, dry",2018,tonnes,89105
Crops,Mozambique,Production,"Cow peas, dry",2019,tonnes,90461
Crops,Mozambique,Production,"Fruit, tropical fresh nes",2016,tonnes,22382
Crops,Mozambique,Production,"Fruit, tropical fresh nes",2017,tonnes,22645
Crops,Mozambique,Production,"Fruit, tropical fresh nes",2018,tonnes,22915
Crops,Mozambique,Production,"Fruit, tropical fresh nes",2019,tonnes,23182
Crops,Mozambique,Production,"Groundnuts, with shell",2016,tonnes,121000
Crops,Mozambique,Production,"Groundnuts, with shell",2017,tonnes,125000
Crops,Mozambique,Production,"Groundnuts, with shell",2018,tonnes,90000
Crops,Mozambique,Production,"Groundnuts, with shell",2019,tonnes,80000
Crops,Mozambique,Production,Lemons and limes,2016,tonnes,3354
Crops,Mozambique,Production,Lemons and limes,2017,tonnes,3451
Crops,Mozambique,Production,Lemons and limes,2018,tonnes,3468
Crops,Mozambique,Production,Lemons and limes,2019,tonnes,3485
Crops,Mozambique,Production,Maize,2016,tonnes,1217000
Crops,Mozambique,Production,Maize,2017,tonnes,1224000
Crops,Mozambique,Production,Maize,2018,tonnes,2496000
Crops,Mozambique,Production,Maize,2019,tonnes,2085000
Crops,Mozambique,Production,"Mangoes, mangosteens, guavas",2016,tonnes,29266
Crops,Mozambique,Production,"Mangoes, mangosteens, guavas",2017,tonnes,29404
Crops,Mozambique,Production,"Mangoes, mangosteens, guavas",2018,tonnes,29543
Crops,Mozambique,Production,"Mangoes, mangosteens, guavas",2019,tonnes,29681
Crops,Mozambique,Production,Millet,2016,tonnes,21000
Crops,Mozambique,Production,Millet,2017,tonnes,21000
Crops,Mozambique,Production,Millet,2018,tonnes,19869
Crops,Mozambique,Production,Millet,2019,tonnes,12832
Crops,Mozambique,Production,"Onions, dry",2016,tonnes,162000
Crops,Mozambique,Production,"Onions, dry",2017,tonnes,195300
Crops,Mozambique,Production,"Onions, dry",2018,tonnes,228007
Crops,Mozambique,Production,"Onions, dry",2019,tonnes,233298
Crops,Mozambique,Production,Oranges,2016,tonnes,65000
Crops,Mozambique,Production,Oranges,2017,tonnes,67600
Crops,Mozambique,Production,Oranges,2018,tonnes,66000
Crops,Mozambique,Production,Oranges,2019,tonnes,66505
Crops,Mozambique,Production,Pineapples,2016,tonnes,60369
Crops,Mozambique,Production,Pineapples,2017,tonnes,62102
Crops,Mozambique,Production,Pineapples,2018,tonnes,63836
Crops,Mozambique,Production,Pineapples,2019,tonnes,65569
Crops,Mozambique,Production,Potatoes,2016,tonnes,246500
Crops,Mozambique,Production,Potatoes,2017,tonnes,294600
Crops,Mozambique,Production,Potatoes,2018,tonnes,320595
Crops,Mozambique,Production,Potatoes,2019,tonnes,297812
Crops,Mozambique,Production,"Pumpkins, squash and gourds",2016,tonnes,1041
Crops,Mozambique,Production,"Pumpkins, squash and gourds",2017,tonnes,1056
Crops,Mozambique,Production,"Pumpkins, squash and gourds",2018,tonnes,1064
Crops,Mozambique,Production,"Pumpkins, squash and gourds",2019,tonnes,1075
Crops,Mozambique,Production,"Rice, paddy",2016,tonnes,133000
Crops,Mozambique,Production,"Rice, paddy",2017,tonnes,138000
Crops,Mozambique,Production,"Rice, paddy",2018,tonnes,413000
Crops,Mozambique,Production,"Rice, paddy",2019,tonnes,341000
Crops,Mozambique,Production,Seed cotton,2016,tonnes,43661
Crops,Mozambique,Production,Seed cotton,2017,tonnes,52146
Crops,Mozambique,Production,Seed cotton,2018,tonnes,63137
Crops,Mozambique,Production,Seed cotton,2019,tonnes,52993
Crops,Mozambique,Production,Sisal,2016,tonnes,643
Crops,Mozambique,Production,Sisal,2017,tonnes,636
Crops,Mozambique,Production,Sisal,2018,tonnes,630
Crops,Mozambique,Production,Sisal,2019,tonnes,623
Crops,Mozambique,Production,Sorghum,2016,tonnes,115000
Crops,Mozambique,Production,Sorghum,2017,tonnes,110000
Crops,Mozambique,Production,Sorghum,2018,tonnes,295000
Crops,Mozambique,Production,Sorghum,2019,tonnes,325000
Crops,Mozambique,Production,Sugar cane,2016,tonnes,2761505
Crops,Mozambique,Production,Sugar cane,2017,tonnes,2900397
Crops,Mozambique,Production,Sugar cane,2018,tonnes,3650000
Crops,Mozambique,Production,Sugar cane,2019,tonnes,4106873
Crops,Mozambique,Production,Sunflower seed,2016,tonnes,9000
Crops,Mozambique,Production,Sunflower seed,2017,tonnes,11250
Crops,Mozambique,Production,Sunflower seed,2018,tonnes,12000
Crops,Mozambique,Production,Sunflower seed,2019,tonnes,14000
Crops,Mozambique,Production,Sweet potatoes,2016,tonnes,400000
Crops,Mozambique,Production,Sweet potatoes,2017,tonnes,400000
Crops,Mozambique,Production,Sweet potatoes,2018,tonnes,400000
Crops,Mozambique,Production,Sweet potatoes,2019,tonnes,451204
Crops,Mozambique,Production,Tea,2016,tonnes,32000
Crops,Mozambique,Production,Tea,2017,tonnes,32000
Crops,Mozambique,Production,Tea,2018,tonnes,32619
Crops,Mozambique,Production,Tea,2019,tonnes,34205
Crops,Mozambique,Production,Tomatoes,2016,tonnes,374000
Crops,Mozambique,Production,Tomatoes,2017,tonnes,550100
Crops,Mozambique,Production,Tomatoes,2018,tonnes,625603
Crops,Mozambique,Production,Tomatoes,2019,tonnes,708467
Crops,Mozambique,Production,"Vegetables, fresh nes",2016,tonnes,219189
Crops,Mozambique,Production,"Vegetables, fresh nes",2017,tonnes,224009
Crops,Mozambique,Production,"Vegetables, fresh nes",2018,tonnes,228829
Crops,Mozambique,Production,"Vegetables, fresh nes",2019,tonnes,233649
Crops,Mozambique,Production,Wheat,2016,tonnes,17088
Crops,Mozambique,Production,Wheat,2017,tonnes,17100
Crops,Mozambique,Production,Wheat,2018,tonnes,17060
Crops,Mozambique,Production,Wheat,2019,tonnes,18180
Crops,Rwanda,Production,Avocados,2016,tonnes,9296
Crops,Rwanda,Production,Avocados,2017,tonnes,6912
Crops,Rwanda,Production,Avocados,2018,tonnes,8597
Crops,Rwanda,Production,Avocados,2019,tonnes,6601
Crops,Rwanda,Production,Bananas,2016,tonnes,1127643
Crops,Rwanda,Production,Bananas,2017,tonnes,1739007
Crops,Rwanda,Production,Bananas,2018,tonnes,1769697
Crops,Rwanda,Production,Bananas,2019,tonnes,1850633
Crops,Rwanda,Production,Barley,2016,tonnes,
Crops,Rwanda,Production,Barley,2017,tonnes,
Crops,Rwanda,Production,Barley,2018,tonnes,
Crops,Rwanda,Production,Barley,2019,tonnes,
Crops,Rwanda,Production,"Beans, dry",2016,tonnes,437673
Crops,Rwanda,Production,"Beans, dry",2017,tonnes,455822
Crops,Rwanda,Production,"Beans, dry",2018,tonnes,454174
Crops,Rwanda,Production,"Beans, dry",2019,tonnes,484251
Crops,Rwanda,Production,"Beans, green",2016,tonnes,7664
Crops,Rwanda,Production,"Beans, green",2017,tonnes,8024
Crops,Rwanda,Production,"Beans, green",2018,tonnes,8383
Crops,Rwanda,Production,"Beans, green",2019,tonnes,8743
Crops,Rwanda,Production,Cabbages and other brassicas,2016,tonnes,41137
Crops,Rwanda,Production,Cabbages and other brassicas,2017,tonnes,94924
Crops,Rwanda,Production,Cabbages and other brassicas,2018,tonnes,94994
Crops,Rwanda,Production,Cabbages and other brassicas,2019,tonnes,58480
Crops,Rwanda,Production,Carrots and turnips,2016,tonnes,10939
Crops,Rwanda,Production,Carrots and turnips,2017,tonnes,13715
Crops,Rwanda,Production,Carrots and turnips,2018,tonnes,15976
Crops,Rwanda,Production,Carrots and turnips,2019,tonnes,31704
Crops,Rwanda,Production,Cassava,2016,tonnes,930220
Crops,Rwanda,Production,Cassava,2017,tonnes,1041986
Crops,Rwanda,Production,Cassava,2018,tonnes,1041843
Crops,Rwanda,Production,Cassava,2019,tonnes,1181825
Crops,Rwanda,Production,"Chillies and peppers, green",2016,tonnes,4460
Crops,Rwanda,Production,"Chillies and peppers, green",2017,tonnes,7000
Crops,Rwanda,Production,"Chillies and peppers, green",2018,tonnes,7000
Crops,Rwanda,Production,"Chillies and peppers, green",2019,tonnes,7000
Crops,Rwanda,Production,"Fruit, tropical fresh nes",2016,tonnes,26102
Crops,Rwanda,Production,"Fruit, tropical fresh nes",2017,tonnes,27047
Crops,Rwanda,Production,"Fruit, tropical fresh nes",2018,tonnes,27992
Crops,Rwanda,Production,"Fruit, tropical fresh nes",2019,tonnes,28937
Crops,Rwanda,Production,"Groundnuts, with shell",2016,tonnes,11259
Crops,Rwanda,Production,"Groundnuts, with shell",2017,tonnes,20703
Crops,Rwanda,Production,"Groundnuts, with shell",2018,tonnes,20678
Crops,Rwanda,Production,"Groundnuts, with shell",2019,tonnes,19561
Crops,Rwanda,Production,"Leeks, other alliaceous vegetables",2016,tonnes,2685
Crops,Rwanda,Production,"Leeks, other alliaceous vegetables",2017,tonnes,2788
Crops,Rwanda,Production,"Leeks, other alliaceous vegetables",2018,tonnes,2891
Crops,Rwanda,Production,"Leeks, other alliaceous vegetables",2019,tonnes,2995
Crops,Rwanda,Production,Lemons and limes,2016,tonnes,6917
Crops,Rwanda,Production,Lemons and limes,2017,tonnes,5000
Crops,Rwanda,Production,Lemons and limes,2018,tonnes,7154
Crops,Rwanda,Production,Lemons and limes,2019,tonnes,7581
Crops,Rwanda,Production,Maize,2016,tonnes,374267
Crops,Rwanda,Production,Maize,2017,tonnes,358417
Crops,Rwanda,Production,Maize,2018,tonnes,410280
Crops,Rwanda,Production,Maize,2019,tonnes,421218
Crops,Rwanda,Production,"Mangoes, mangosteens, guavas",2016,tonnes,10924
Crops,Rwanda,Production,"Mangoes, mangosteens, guavas",2017,tonnes,8965
Crops,Rwanda,Production,"Mangoes, mangosteens, guavas",2018,tonnes,6758
Crops,Rwanda,Production,"Mangoes, mangosteens, guavas",2019,tonnes,3748
Crops,Rwanda,Production,Millet,2016,tonnes,5021
Crops,Rwanda,Production,Millet,2017,tonnes,5083
Crops,Rwanda,Production,Millet,2018,tonnes,5140
Crops,Rwanda,Production,Millet,2019,tonnes,5195
Crops,Rwanda,Production,"Onions, dry",2016,tonnes,14522
Crops,Rwanda,Production,"Onions, dry",2017,tonnes,12479
Crops,Rwanda,Production,"Onions, dry",2018,tonnes,14421
Crops,Rwanda,Production,"Onions, dry",2019,tonnes,40742
Crops,Rwanda,Production,Oranges,2016,tonnes,3524
Crops,Rwanda,Production,Oranges,2017,tonnes,2800
Crops,Rwanda,Production,Oranges,2018,tonnes,3494
Crops,Rwanda,Production,Oranges,2019,tonnes,3856
Crops,Rwanda,Production,"Peas, dry",2016,tonnes,16814
Crops,Rwanda,Production,"Peas, dry",2017,tonnes,12419
Crops,Rwanda,Production,"Peas, dry",2018,tonnes,12423
Crops,Rwanda,Production,"Peas, dry",2019,tonnes,15400
Crops,Rwanda,Production,Pineapples,2016,tonnes,11167
Crops,Rwanda,Production,Pineapples,2017,tonnes,19236
Crops,Rwanda,Production,Pineapples,2018,tonnes,17788
Crops,Rwanda,Production,Pineapples,2019,tonnes,36372
Crops,Rwanda,Production,Potatoes,2016,tonnes,751284
Crops,Rwanda,Production,Potatoes,2017,tonnes,846184
Crops,Rwanda,Production,Potatoes,2018,tonnes,847302
Crops,Rwanda,Production,Potatoes,2019,tonnes,973408
Crops,Rwanda,Production,"Pumpkins, squash and gourds",2016,tonnes,251948
Crops,Rwanda,Production,"Pumpkins, squash and gourds",2017,tonnes,253770
Crops,Rwanda,Production,"Pumpkins, squash and gourds",2018,tonnes,255375
Crops,Rwanda,Production,"Pumpkins, squash and gourds",2019,tonnes,256888
Crops,Rwanda,Production,"Pyrethrum, dried",2016,tonnes,1148
Crops,Rwanda,Production,"Pyrethrum, dried",2017,tonnes,5083
Crops,Rwanda,Production,"Pyrethrum, dried",2018,tonnes,1688
Crops,Rwanda,Production,"Pyrethrum, dried",2019,tonnes,2993
Crops,Rwanda,Production,"Rice, paddy",2016,tonnes,110544
Crops,Rwanda,Production,"Rice, paddy",2017,tonnes,108958
Crops,Rwanda,Production,"Rice, paddy",2018,tonnes,119932
Crops,Rwanda,Production,"Rice, paddy",2019,tonnes,131577
Crops,Rwanda,Production,Seed cotton,2016,tonnes,
Crops,Rwanda,Production,Seed cotton,2017,tonnes,
Crops,Rwanda,Production,Seed cotton,2018,tonnes,
Crops,Rwanda,Production,Seed cotton,2019,tonnes,
Crops,Rwanda,Production,Sorghum,2016,tonnes,163832
Crops,Rwanda,Production,Sorghum,2017,tonnes,151447
Crops,Rwanda,Production,Sorghum,2018,tonnes,159972
Crops,Rwanda,Production,Sorghum,2019,tonnes,159626
Crops,Rwanda,Production,Soybeans,2016,tonnes,21942
Crops,Rwanda,Production,Soybeans,2017,tonnes,23934
Crops,Rwanda,Production,Soybeans,2018,tonnes,23804
Crops,Rwanda,Production,Soybeans,2019,tonnes,24526
Crops,Rwanda,Production,Sugar cane,2016,tonnes,93823
Crops,Rwanda,Production,Sugar cane,2017,tonnes,107189
Crops,Rwanda,Production,Sugar cane,2018,tonnes,116964
Crops,Rwanda,Production,Sugar cane,2019,tonnes,114610
Crops,Rwanda,Production,Sweet potatoes,2016,tonnes,919123
Crops,Rwanda,Production,Sweet potatoes,2017,tonnes,1078973
Crops,Rwanda,Production,Sweet potatoes,2018,tonnes,1082364
Crops,Rwanda,Production,Sweet potatoes,2019,tonnes,1247584
Crops,Rwanda,Production,Tea,2016,tonnes,25628
Crops,Rwanda,Production,Tea,2017,tonnes,27887
Crops,Rwanda,Production,Tea,2018,tonnes,31068
Crops,Rwanda,Production,Tea,2019,tonnes,31537
Crops,Rwanda,Production,Tomatoes,2016,tonnes,118774
Crops,Rwanda,Production,Tomatoes,2017,tonnes,97426
Crops,Rwanda,Production,Tomatoes,2018,tonnes,107703
Crops,Rwanda,Production,Tomatoes,2019,tonnes,105758
Crops,Rwanda,Production,"Vegetables, fresh nes",2016,tonnes,70881
Crops,Rwanda,Production,"Vegetables, fresh nes",2017,tonnes,71642
Crops,Rwanda,Production,"Vegetables, fresh nes",2018,tonnes,72403
Crops,Rwanda,Production,"Vegetables, fresh nes",2019,tonnes,73163
Crops,Rwanda,Production,Wheat,2016,tonnes,9923
Crops,Rwanda,Production,Wheat,2017,tonnes,10926
Crops,Rwanda,Production,Wheat,2018,tonnes,10875
Crops,Rwanda,Production,Wheat,2019,tonnes,15686
Crops,Rwanda,Production,Yams,2016,tonnes,57815
Crops,Rwanda,Production,Yams,2017,tonnes,50000
Crops,Rwanda,Production,Yams,2018,tonnes,53721
Crops,Rwanda,Production,Yams,2019,tonnes,62605
Crops,Seychelles,Production,Avocados,2016,tonnes,13
Crops,Seychelles,Production,Avocados,2017,tonnes,13
Crops,Seychelles,Production,Avocados,2018,tonnes,13
Crops,Seychelles,Production,Avocados,2019,tonnes,13
Crops,Seychelles,Production,Bananas,2016,tonnes,1975
Crops,Seychelles,Production,Bananas,2017,tonnes,1979
Crops,Seychelles,Production,Bananas,2018,tonnes,1984
Crops,Seychelles,Production,Bananas,2019,tonnes,1988
Crops,Seychelles,Production,Cassava,2016,tonnes,229
Crops,Seychelles,Production,Cassava,2017,tonnes,231
Crops,Seychelles,Production,Cassava,2018,tonnes,233
Crops,Seychelles,Production,Cassava,2019,tonnes,236
Crops,Seychelles,Production,"Fruit, tropical fresh nes",2016,tonnes,278
Crops,Seychelles,Production,"Fruit, tropical fresh nes",2017,tonnes,284
Crops,Seychelles,Production,"Fruit, tropical fresh nes",2018,tonnes,290
Crops,Seychelles,Production,"Fruit, tropical fresh nes",2019,tonnes,296
Crops,Seychelles,Production,Lemons and limes,2016,tonnes,55
Crops,Seychelles,Production,Lemons and limes,2017,tonnes,56
Crops,Seychelles,Production,Lemons and limes,2018,tonnes,58
Crops,Seychelles,Production,Lemons and limes,2019,tonnes,59
Crops,Seychelles,Production,"Mangoes, mangosteens, guavas",2016,tonnes,79
Crops,Seychelles,Production,"Mangoes, mangosteens, guavas",2017,tonnes,83
Crops,Seychelles,Production,"Mangoes, mangosteens, guavas",2018,tonnes,88
Crops,Seychelles,Production,"Mangoes, mangosteens, guavas",2019,tonnes,92
Crops,Seychelles,Production,Oranges,2016,tonnes,44
Crops,Seychelles,Production,Oranges,2017,tonnes,45
Crops,Seychelles,Production,Oranges,2018,tonnes,46
Crops,Seychelles,Production,Oranges,2019,tonnes,47
Crops,Seychelles,Production,Pineapples,2016,tonnes,22
Crops,Seychelles,Production,Pineapples,2017,tonnes,21
Crops,Seychelles,Production,Pineapples,2018,tonnes,20
Crops,Seychelles,Production,Pineapples,2019,tonnes,20
Crops,Seychelles,Production,Tea,2016,tonnes,17
Crops,Seychelles,Production,Tea,2017,tonnes,13
Crops,Seychelles,Production,Tea,2018,tonnes,10
Crops,Seychelles,Production,Tea,2019,tonnes,10
Crops,Seychelles,Production,Tomatoes,2016,tonnes,462
Crops,Seychelles,Production,Tomatoes,2017,tonnes,478
Crops,Seychelles,Production,Tomatoes,2018,tonnes,494
Crops,Seychelles,Production,Tomatoes,2019,tonnes,510
Crops,Seychelles,Production,"Vegetables, fresh nes",2016,tonnes,2747
Crops,Seychelles,Production,"Vegetables, fresh nes",2017,tonnes,2831
Crops,Seychelles,Production,"Vegetables, fresh nes",2018,tonnes,2916
Crops,Seychelles,Production,"Vegetables, fresh nes",2019,tonnes,3001
Crops,Somalia,Production,Bananas,2016,tonnes,21106
Crops,Somalia,Production,Bananas,2017,tonnes,20152
Crops,Somalia,Production,Bananas,2018,tonnes,19198
Crops,Somalia,Production,Bananas,2019,tonnes,18243
Crops,Somalia,Production,"Beans, dry",2016,tonnes,27230
Crops,Somalia,Production,"Beans, dry",2017,tonnes,27893
Crops,Somalia,Production,"Beans, dry",2018,tonnes,28555
Crops,Somalia,Production,"Beans, dry",2019,tonnes,29218
Crops,Somalia,Production,Cassava,2016,tonnes,92309
Crops,Somalia,Production,Cassava,2017,tonnes,92778
Crops,Somalia,Production,Cassava,2018,tonnes,93248
Crops,Somalia,Production,Cassava,2019,tonnes,93717
Crops,Somalia,Production,"Groundnuts, with shell",2016,tonnes,8165
Crops,Somalia,Production,"Groundnuts, with shell",2017,tonnes,8319
Crops,Somalia,Production,"Groundnuts, with shell",2018,tonnes,8474
Crops,Somalia,Production,"Groundnuts, with shell",2019,tonnes,8628
Crops,Somalia,Production,Lemons and limes,2016,tonnes,8259
Crops,Somalia,Production,Lemons and limes,2017,tonnes,8304
Crops,Somalia,Production,Lemons and limes,2018,tonnes,8349
Crops,Somalia,Production,Lemons and limes,2019,tonnes,8393
Crops,Somalia,Production,Maize,2016,tonnes,60000
Crops,Somalia,Production,Maize,2017,tonnes,77000
Crops,Somalia,Production,Maize,2018,tonnes,102000
Crops,Somalia,Production,Maize,2019,tonnes,57000
Crops,Somalia,Production,"Mangoes, mangosteens, guavas",2016,tonnes,1200
Crops,Somalia,Production,"Mangoes, mangosteens, guavas",2017,tonnes,1200
Crops,Somalia,Production,"Mangoes, mangosteens, guavas",2018,tonnes,1200
Crops,Somalia,Production,"Mangoes, mangosteens, guavas",2019,tonnes,1200
Crops,Somalia,Production,"Onions, dry",2016,tonnes,5938
Crops,Somalia,Production,"Onions, dry",2017,tonnes,5860
Crops,Somalia,Production,"Onions, dry",2018,tonnes,5781
Crops,Somalia,Production,"Onions, dry",2019,tonnes,5703
Crops,Somalia,Production,Oranges,2016,tonnes,10622
Crops,Somalia,Production,Oranges,2017,tonnes,10767
Crops,Somalia,Production,Oranges,2018,tonnes,10913
Crops,Somalia,Production,Oranges,2019,tonnes,11058
Crops,Somalia,Production,"Rice, paddy",2016,tonnes,1375
Crops,Somalia,Production,"Rice, paddy",2017,tonnes,1532
Crops,Somalia,Production,"Rice, paddy",2018,tonnes,1343
Crops,Somalia,Production,"Rice, paddy",2019,tonnes,1146
Crops,Somalia,Production,Seed cotton,2016,tonnes,7123
Crops,Somalia,Production,Seed cotton,2017,tonnes,7075
Crops,Somalia,Production,Seed cotton,2018,tonnes,7104
Crops,Somalia,Production,Seed cotton,2019,tonnes,7133
Crops,Somalia,Production,Sorghum,2016,tonnes,80000
Crops,Somalia,Production,Sorghum,2017,tonnes,95000
Crops,Somalia,Production,Sorghum,2018,tonnes,130000
Crops,Somalia,Production,Sorghum,2019,tonnes,125000
Crops,Somalia,Production,Sugar cane,2016,tonnes,220000
Crops,Somalia,Production,Sugar cane,2017,tonnes,220000
Crops,Somalia,Production,Sugar cane,2018,tonnes,230000
Crops,Somalia,Production,Sugar cane,2019,tonnes,226507
Crops,Somalia,Production,Sweet potatoes,2016,tonnes,8363
Crops,Somalia,Production,Sweet potatoes,2017,tonnes,8451
Crops,Somalia,Production,Sweet potatoes,2018,tonnes,8538
Crops,Somalia,Production,Sweet potatoes,2019,tonnes,8626
Crops,Somalia,Production,Tomatoes,2016,tonnes,22828
Crops,Somalia,Production,Tomatoes,2017,tonnes,23400
Crops,Somalia,Production,Tomatoes,2018,tonnes,23973
Crops,Somalia,Production,Tomatoes,2019,tonnes,24545
Crops,Somalia,Production,"Vegetables, fresh nes",2016,tonnes,76158
Crops,Somalia,Production,"Vegetables, fresh nes",2017,tonnes,77732
Crops,Somalia,Production,"Vegetables, fresh nes",2018,tonnes,79306
Crops,Somalia,Production,"Vegetables, fresh nes",2019,tonnes,80880
Crops,Somalia,Production,Watermelons,2016,tonnes,6862
Crops,Somalia,Production,Watermelons,2017,tonnes,6824
Crops,Somalia,Production,Watermelons,2018,tonnes,6780
Crops,Somalia,Production,Watermelons,2019,tonnes,6734
Crops,Somalia,Production,Wheat,2016,tonnes,1028
Crops,Somalia,Production,Wheat,2017,tonnes,1032
Crops,Somalia,Production,Wheat,2018,tonnes,1036
Crops,Somalia,Production,Wheat,2019,tonnes,1039
Crops,South Sudan,Production,Bananas,2016,tonnes,
Crops,South Sudan,Production,Bananas,2017,tonnes,
Crops,South Sudan,Production,Bananas,2018,tonnes,
Crops,South Sudan,Production,Bananas,2019,tonnes,
Crops,South Sudan,Production,"Beans, dry",2016,tonnes,2511
Crops,South Sudan,Production,"Beans, dry",2017,tonnes,1515
Crops,South Sudan,Production,"Beans, dry",2018,tonnes,607
Crops,South Sudan,Production,"Beans, dry",2019,tonnes,123
Crops,South Sudan,Production,"Beans, green",2016,tonnes,1146
Crops,South Sudan,Production,"Beans, green",2017,tonnes,1107
Crops,South Sudan,Production,"Beans, green",2018,tonnes,1171
Crops,South Sudan,Production,"Beans, green",2019,tonnes,1235
Crops,South Sudan,Production,Cabbages and other brassicas,2016,tonnes,
Crops,South Sudan,Production,Cabbages and other brassicas,2017,tonnes,
Crops,South Sudan,Production,Cabbages and other brassicas,2018,tonnes,
Crops,South Sudan,Production,Cabbages and other brassicas,2019,tonnes,
Crops,South Sudan,Production,Carrots and turnips,2016,tonnes,
Crops,South Sudan,Production,Carrots and turnips,2017,tonnes,
Crops,South Sudan,Production,Carrots and turnips,2018,tonnes,
Crops,South Sudan,Production,Carrots and turnips,2019,tonnes,
Crops,South Sudan,Production,Cassava,2016,tonnes,528010
Crops,South Sudan,Production,Cassava,2017,tonnes,528010
Crops,South Sudan,Production,Cassava,2018,tonnes,544510
Crops,South Sudan,Production,Cassava,2019,tonnes,572531
Crops,South Sudan,Production,Castor oil seed,2016,tonnes,
Crops,South Sudan,Production,Castor oil seed,2017,tonnes,
Crops,South Sudan,Production,Castor oil seed,2018,tonnes,
Crops,South Sudan,Production,Castor oil seed,2019,tonnes,
Crops,South Sudan,Production,Cauliflowers and broccoli,2016,tonnes,
Crops,South Sudan,Production,Cauliflowers and broccoli,2017,tonnes,
Crops,South Sudan,Production,Cauliflowers and broccoli,2018,tonnes,
Crops,South Sudan,Production,Cauliflowers and broccoli,2019,tonnes,
Crops,South Sudan,Production,Chick peas,2016,tonnes,
Crops,South Sudan,Production,Chick peas,2017,tonnes,
Crops,South Sudan,Production,Chick peas,2018,tonnes,
Crops,South Sudan,Production,Chick peas,2019,tonnes,
Crops,South Sudan,Production,"Chillies and peppers, dry",2016,tonnes,8024
Crops,South Sudan,Production,"Chillies and peppers, dry",2017,tonnes,8480
Crops,South Sudan,Production,"Chillies and peppers, dry",2018,tonnes,9143
Crops,South Sudan,Production,"Chillies and peppers, dry",2019,tonnes,9805
Crops,South Sudan,Production,"Chillies and peppers, green",2016,tonnes,
Crops,South Sudan,Production,"Chillies and peppers, green",2017,tonnes,
Crops,South Sudan,Production,"Chillies and peppers, green",2018,tonnes,
Crops,South Sudan,Production,"Chillies and peppers, green",2019,tonnes,
Crops,South Sudan,Production,"Cow peas, dry",2016,tonnes,
Crops,South Sudan,Production,"Cow peas, dry",2017,tonnes,
Crops,South Sudan,Production,"Cow peas, dry",2018,tonnes,
Crops,South Sudan,Production,"Cow peas, dry",2019,tonnes,
Crops,South Sudan,Production,"Fruit, tropical fresh nes",2016,tonnes,54805
Crops,South Sudan,Production,"Fruit, tropical fresh nes",2017,tonnes,57296
Crops,South Sudan,Production,"Fruit, tropical fresh nes",2018,tonnes,61495
Crops,South Sudan,Production,"Fruit, tropical fresh nes",2019,tonnes,65695
Crops,South Sudan,Production,Garlic,2016,tonnes,
Crops,South Sudan,Production,Garlic,2017,tonnes,
Crops,South Sudan,Production,Garlic,2018,tonnes,
Crops,South Sudan,Production,Garlic,2019,tonnes,
Crops,South Sudan,Production,"Groundnuts, with shell",2016,tonnes,71100
Crops,South Sudan,Production,"Groundnuts, with shell",2017,tonnes,66256
Crops,South Sudan,Production,"Groundnuts, with shell",2018,tonnes,68678
Crops,South Sudan,Production,"Groundnuts, with shell",2019,tonnes,70052
Crops,South Sudan,Production,Lemons and limes,2016,tonnes,
Crops,South Sudan,Production,Lemons and limes,2017,tonnes,
Crops,South Sudan,Production,Lemons and limes,2018,tonnes,
Crops,South Sudan,Production,Lemons and limes,2019,tonnes,
Crops,South Sudan,Production,Maize,2016,tonnes,107000
Crops,South Sudan,Production,Maize,2017,tonnes,92000
Crops,South Sudan,Production,Maize,2018,tonnes,90000
Crops,South Sudan,Production,Maize,2019,tonnes,103000
Crops,South Sudan,Production,"Mangoes, mangosteens, guavas",2016,tonnes,
Crops,South Sudan,Production,"Mangoes, mangosteens, guavas",2017,tonnes,
Crops,South Sudan,Production,"Mangoes, mangosteens, guavas",2018,tonnes,
Crops,South Sudan,Production,"Mangoes, mangosteens, guavas",2019,tonnes,
Crops,South Sudan,Production,Millet,2016,tonnes,6000
Crops,South Sudan,Production,Millet,2017,tonnes,5000
Crops,South Sudan,Production,Millet,2018,tonnes,5000
Crops,South Sudan,Production,Millet,2019,tonnes,5000
Crops,South Sudan,Production,"Onions, dry",2016,tonnes,
Crops,South Sudan,Production,"Onions, dry",2017,tonnes,
Crops,South Sudan,Production,"Onions, dry",2018,tonnes,
Crops,South Sudan,Production,"Onions, dry",2019,tonnes,
Crops,South Sudan,Production,Oranges,2016,tonnes,
Crops,South Sudan,Production,Oranges,2017,tonnes,
Crops,South Sudan,Production,Oranges,2018,tonnes,
Crops,South Sudan,Production,Oranges,2019,tonnes,
Crops,South Sudan,Production,"Peas, green",2016,tonnes,
Crops,South Sudan,Production,"Peas, green",2017,tonnes,
Crops,South Sudan,Production,"Peas, green",2018,tonnes,
Crops,South Sudan,Production,"Peas, green",2019,tonnes,
Crops,South Sudan,Production,Pineapples,2016,tonnes,5000
