Domain,Area,Element,Crop,Year,Unit,Value
Crops,South Sudan,Production,Pineapples,2017,tonnes,5500
Crops,South Sudan,Production,Pineapples,2018,tonnes,6000
Crops,South Sudan,Production,Pineapples,2019,tonnes,6500
Crops,South Sudan,Production,Potatoes,2016,tonnes,
Crops,South Sudan,Production,Potatoes,2017,tonnes,
Crops,South Sudan,Production,Potatoes,2018,tonnes,
Crops,South Sudan,Production,Potatoes,2019,tonnes,
Crops,South Sudan,Production,"Pumpkins, squash and gourds",2016,tonnes,80430
Crops,South Sudan,Production,"Pumpkins, squash and gourds",2017,tonnes,87659
Crops,South Sudan,Production,"Pumpkins, squash and gourds",2018,tonnes,95157
Crops,South Sudan,Production,"Pumpkins, squash and gourds",2019,tonnes,102655
Crops,South Sudan,Production,"Rice, paddy",2016,tonnes,
Crops,South Sudan,Production,"Rice, paddy",2017,tonnes,
Crops,South Sudan,Production,"Rice, paddy",2018,tonnes,
Crops,South Sudan,Production,"Rice, paddy",2019,tonnes,
Crops,South Sudan,Production,Seed cotton,2016,tonnes,
Crops,South Sudan,Production,Seed cotton,2017,tonnes,
Crops,South Sudan,Production,Seed cotton,2018,tonnes,
Crops,South Sudan,Production,Seed cotton,2019,tonnes,
Crops,South Sudan,Production,Sorghum,2016,tonnes,712000
Crops,South Sudan,Production,Sorghum,2017,tonnes,667000
Crops,South Sudan,Production,Sorghum,2018,tonnes,650000
Crops,South Sudan,Production,Sorghum,2019,tonnes,710000
Crops,South Sudan,Production,Sugar cane,2016,tonnes,
Crops,South Sudan,Production,Sugar cane,2017,tonnes,
Crops,South Sudan,Production,Sugar cane,2018,tonnes,
Crops,South Sudan,Production,Sugar cane,2019,tonnes,
Crops,South Sudan,Production,Sunflower seed,2016,tonnes,62000
Crops,South Sudan,Production,Sunflower seed,2017,tonnes,68000
Crops,South Sudan,Production,Sunflower seed,2018,tonnes,74000
Crops,South Sudan,Production,Sunflower seed,2019,tonnes,80000
Crops,South Sudan,Production,Sweet potatoes,2016,tonnes,
Crops,South Sudan,Production,Sweet potatoes,2017,tonnes,
Crops,South Sudan,Production,Sweet potatoes,2018,tonnes,
Crops,South Sudan,Production,Sweet potatoes,2019,tonnes,
Crops,South Sudan,Production,Tomatoes,2016,tonnes,
Crops,South Sudan,Production,Tomatoes,2017,tonnes,
Crops,South Sudan,Production,Tomatoes,2018,tonnes,
Crops,South Sudan,Production,Tomatoes,2019,tonnes,
Crops,South Sudan,Production,"Vegetables, fresh nes",2016,tonnes,543475
Crops,South Sudan,Production,"Vegetables, fresh nes",2017,tonnes,561655
Crops,South Sudan,Production,"Vegetables, fresh nes",2018,tonnes,614152
Crops,South Sudan,Production,"Vegetables, fresh nes",2019,tonnes,666649
Crops,South Sudan,Production,Watermelons,2016,tonnes,
Crops,South Sudan,Production,Watermelons,2017,tonnes,
Crops,South Sudan,Production,Watermelons,2018,tonnes,
Crops,South Sudan,Production,Watermelons,2019,tonnes,
Crops,South Sudan,Production,Wheat,2016,tonnes,
Crops,South Sudan,Production,Wheat,2017,tonnes,
Crops,South Sudan,Production,Wheat,2018,tonnes,
Crops,South Sudan,Production,Wheat,2019,tonnes,
Crops,South Sudan,Production,Yams,2016,tonnes,57183
Crops,South Sudan,Production,Yams,2017,tonnes,58419
Crops,South Sudan,Production,Yams,2018,tonnes,61133
Crops,South Sudan,Production,Yams,2019,tonnes,63846
Crops,Uganda,Production,Bananas,2016,tonnes,559246
Crops,Uganda,Production,Bananas,2017,tonnes,554374
Crops,Uganda,Production,Bananas,2018,tonnes,549501
Crops,Uganda,Production,Bananas,2019,tonnes,544629
Crops,Uganda,Production,"Beans, dry",2016,tonnes,809640
Crops,Uganda,Production,"Beans, dry",2017,tonnes,1012406
Crops,Uganda,Production,"Beans, dry",2018,tonnes,940323
Crops,Uganda,Production,"Beans, dry",2019,tonnes,979789
Crops,Uganda,Production,Cassava,2016,tonnes,2728988
Crops,Uganda,Production,Cassava,2017,tonnes,2729260
Crops,Uganda,Production,Cassava,2018,tonnes,2819327
Crops,Uganda,Production,Cassava,2019,tonnes,2841625
Crops,Uganda,Production,Castor oil seed,2016,tonnes,1000
Crops,Uganda,Production,Castor oil seed,2017,tonnes,1000
Crops,Uganda,Production,Castor oil seed,2018,tonnes,1000
Crops,Uganda,Production,Castor oil seed,2019,tonnes,1013
Crops,Uganda,Production,Chick peas,2016,tonnes,5238
Crops,Uganda,Production,Chick peas,2017,tonnes,5342
Crops,Uganda,Production,Chick peas,2018,tonnes,5445
Crops,Uganda,Production,Chick peas,2019,tonnes,5549
Crops,Uganda,Production,"Chillies and peppers, dry",2016,tonnes,2951
Crops,Uganda,Production,"Chillies and peppers, dry",2017,tonnes,2893
Crops,Uganda,Production,"Chillies and peppers, dry",2018,tonnes,2838
Crops,Uganda,Production,"Chillies and peppers, dry",2019,tonnes,2785
Crops,Uganda,Production,"Cocoa, beans",2016,tonnes,35000
Crops,Uganda,Production,"Cocoa, beans",2017,tonnes,35000
Crops,Uganda,Production,"Cocoa, beans",2018,tonnes,35000
Crops,Uganda,Production,"Cocoa, beans",2019,tonnes,35000
Crops,Uganda,Production,"Cow peas, dry",2016,tonnes,11433
Crops,Uganda,Production,"Cow peas, dry",2017,tonnes,12714
Crops,Uganda,Production,"Cow peas, dry",2018,tonnes,12441
Crops,Uganda,Production,"Cow peas, dry",2019,tonnes,12697
Crops,Uganda,Production,Ginger,2016,tonnes,150
Crops,Uganda,Production,Ginger,2017,tonnes,150
Crops,Uganda,Production,Ginger,2018,tonnes,151
Crops,Uganda,Production,Ginger,2019,tonnes,152
Crops,Uganda,Production,"Groundnuts, with shell",2016,tonnes,274844
Crops,Uganda,Production,"Groundnuts, with shell",2017,tonnes,296578
Crops,Uganda,Production,"Groundnuts, with shell",2018,tonnes,193236
Crops,Uganda,Production,"Groundnuts, with shell",2019,tonnes,160000
Crops,Uganda,Production,Maize,2016,tonnes,2482795
Crops,Uganda,Production,Maize,2017,tonnes,2631728
Crops,Uganda,Production,Maize,2018,tonnes,2772718
Crops,Uganda,Production,Maize,2019,tonnes,2575000
Crops,Uganda,Production,Millet,2016,tonnes,193461
Crops,Uganda,Production,Millet,2017,tonnes,211050
Crops,Uganda,Production,Millet,2018,tonnes,238558
Crops,Uganda,Production,Millet,2019,tonnes,243104
Crops,Uganda,Production,"Onions, dry",2016,tonnes,338851
Crops,Uganda,Production,"Onions, dry",2017,tonnes,349767
Crops,Uganda,Production,"Onions, dry",2018,tonnes,360683
Crops,Uganda,Production,"Onions, dry",2019,tonnes,371599
Crops,Uganda,Production,"Peas, dry",2016,tonnes,12500
Crops,Uganda,Production,"Peas, dry",2017,tonnes,13097
Crops,Uganda,Production,"Peas, dry",2018,tonnes,11805
Crops,Uganda,Production,"Peas, dry",2019,tonnes,12894
Crops,Uganda,Production,Pineapples,2016,tonnes,3668
Crops,Uganda,Production,Pineapples,2017,tonnes,3803
Crops,Uganda,Production,Pineapples,2018,tonnes,3937
Crops,Uganda,Production,Pineapples,2019,tonnes,4072
Crops,Uganda,Production,Potatoes,2016,tonnes,171271
Crops,Uganda,Production,Potatoes,2017,tonnes,173244
Crops,Uganda,Production,Potatoes,2018,tonnes,178980
Crops,Uganda,Production,Potatoes,2019,tonnes,181904
Crops,Uganda,Production,"Rice, paddy",2016,tonnes,214910
Crops,Uganda,Production,"Rice, paddy",2017,tonnes,239457
Crops,Uganda,Production,"Rice, paddy",2018,tonnes,245910
Crops,Uganda,Production,"Rice, paddy",2019,tonnes,220000
Crops,Uganda,Production,Seed cotton,2016,tonnes,85700
Crops,Uganda,Production,Seed cotton,2017,tonnes,119000
Crops,Uganda,Production,Seed cotton,2018,tonnes,87300
Crops,Uganda,Production,Seed cotton,2019,tonnes,103000
Crops,Uganda,Production,Sisal,2016,tonnes,4
Crops,Uganda,Production,Sisal,2017,tonnes,5
Crops,Uganda,Production,Sisal,2018,tonnes,5
Crops,Uganda,Production,Sisal,2019,tonnes,5
Crops,Uganda,Production,Sorghum,2016,tonnes,365622
Crops,Uganda,Production,Sorghum,2017,tonnes,410597
Crops,Uganda,Production,Sorghum,2018,tonnes,371517
Crops,Uganda,Production,Sorghum,2019,tonnes,400000
Crops,Uganda,Production,Soybeans,2016,tonnes,25730
Crops,Uganda,Production,Soybeans,2017,tonnes,28097
Crops,Uganda,Production,Soybeans,2018,tonnes,27222
Crops,Uganda,Production,Soybeans,2019,tonnes,28000
Crops,Uganda,Production,Sugar cane,2016,tonnes,3300000
Crops,Uganda,Production,Sugar cane,2017,tonnes,4000000
Crops,Uganda,Production,Sugar cane,2018,tonnes,4700000
Crops,Uganda,Production,Sugar cane,2019,tonnes,4892047
Crops,Uganda,Production,Sunflower seed,2016,tonnes,237219
Crops,Uganda,Production,Sunflower seed,2017,tonnes,243150
Crops,Uganda,Production,Sunflower seed,2018,tonnes,272328
Crops,Uganda,Production,Sunflower seed,2019,tonnes,260000
Crops,Uganda,Production,Sweet potatoes,2016,tonnes,1910718
Crops,Uganda,Production,Sweet potatoes,2017,tonnes,1930139
Crops,Uganda,Production,Sweet potatoes,2018,tonnes,1955991
Crops,Uganda,Production,Sweet potatoes,2019,tonnes,1949476
Crops,Uganda,Production,Tea,2016,tonnes,39299
Crops,Uganda,Production,Tea,2017,tonnes,50055
Crops,Uganda,Production,Tea,2018,tonnes,71567
Crops,Uganda,Production,Tea,2019,tonnes,73486
Crops,Uganda,Production,Tomatoes,2016,tonnes,39484
Crops,Uganda,Production,Tomatoes,2017,tonnes,41067
Crops,Uganda,Production,Tomatoes,2018,tonnes,42651
Crops,Uganda,Production,Tomatoes,2019,tonnes,44235
Crops,Uganda,Production,"Vegetables, fresh nes",2016,tonnes,1097709
Crops,Uganda,Production,"Vegetables, fresh nes",2017,tonnes,1150556
Crops,Uganda,Production,"Vegetables, fresh nes",2018,tonnes,1203404
Crops,Uganda,Production,"Vegetables, fresh nes",2019,tonnes,1256252
Crops,Uganda,Production,Wheat,2016,tonnes,22100
Crops,Uganda,Production,Wheat,2017,tonnes,22100
Crops,Uganda,Production,Wheat,2018,tonnes,23206
Crops,Uganda,Production,Wheat,2019,tonnes,23583
Crops,United Republic of Tanzania,Production,Bananas,2016,tonnes,3160587
Crops,United Republic of Tanzania,Production,Bananas,2017,tonnes,2533674
Crops,United Republic of Tanzania,Production,Bananas,2018,tonnes,3395499
Crops,United Republic of Tanzania,Production,Bananas,2019,tonnes,3406936
Crops,United Republic of Tanzania,Production,Barley,2016,tonnes,15718
Crops,United Republic of Tanzania,Production,Barley,2017,tonnes,17255
Crops,United Republic of Tanzania,Production,Barley,2018,tonnes,19501
Crops,United Republic of Tanzania,Production,Barley,2019,tonnes,20019
Crops,United Republic of Tanzania,Production,"Beans, dry",2016,tonnes,1191766
Crops,United Republic of Tanzania,Production,"Beans, dry",2017,tonnes,1428434
Crops,United Republic of Tanzania,Production,"Beans, dry",2018,tonnes,1096930
Crops,United Republic of Tanzania,Production,"Beans, dry",2019,tonnes,1197489
Crops,United Republic of Tanzania,Production,"Beans, green",2016,tonnes,5800
Crops,United Republic of Tanzania,Production,"Beans, green",2017,tonnes,6120
Crops,United Republic of Tanzania,Production,"Beans, green",2018,tonnes,6440
Crops,United Republic of Tanzania,Production,"Beans, green",2019,tonnes,6760
Crops,United Republic of Tanzania,Production,Cabbages and other brassicas,2016,tonnes,84540
Crops,United Republic of Tanzania,Production,Cabbages and other brassicas,2017,tonnes,87540
Crops,United Republic of Tanzania,Production,Cabbages and other brassicas,2018,tonnes,89808
Crops,United Republic of Tanzania,Production,Cabbages and other brassicas,2019,tonnes,91573
Crops,United Republic of Tanzania,Production,"Cashew nuts, with shell",2016,tonnes,155416
Crops,United Republic of Tanzania,Production,"Cashew nuts, with shell",2017,tonnes,265238
Crops,United Republic of Tanzania,Production,"Cashew nuts, with shell",2018,tonnes,313826
Crops,United Republic of Tanzania,Production,"Cashew nuts, with shell",2019,tonnes,225106
Crops,United Republic of Tanzania,Production,Cassava,2016,tonnes,5325085
Crops,United Republic of Tanzania,Production,Cassava,2017,tonnes,4025265
Crops,United Republic of Tanzania,Production,Cassava,2018,tonnes,8372217
Crops,United Republic of Tanzania,Production,Cassava,2019,tonnes,8184093
Crops,United Republic of Tanzania,Production,Castor oil seed,2016,tonnes,3000
Crops,United Republic of Tanzania,Production,Castor oil seed,2017,tonnes,3000
Crops,United Republic of Tanzania,Production,Castor oil seed,2018,tonnes,3000
Crops,United Republic of Tanzania,Production,Castor oil seed,2019,tonnes,3000
Crops,United Republic of Tanzania,Production,Chick peas,2016,tonnes,47941
Crops,United Republic of Tanzania,Production,Chick peas,2017,tonnes,36521
Crops,United Republic of Tanzania,Production,Chick peas,2018,tonnes,66829
Crops,United Republic of Tanzania,Production,Chick peas,2019,tonnes,42155
Crops,United Republic of Tanzania,Production,"Chillies and peppers, dry",2016,tonnes,7241
Crops,United Republic of Tanzania,Production,"Chillies and peppers, dry",2017,tonnes,7251
Crops,United Republic of Tanzania,Production,"Chillies and peppers, dry",2018,tonnes,7261
Crops,United Republic of Tanzania,Production,"Chillies and peppers, dry",2019,tonnes,7271
Crops,United Republic of Tanzania,Production,"Chillies and peppers, green",2016,tonnes,16926
Crops,United Republic of Tanzania,Production,"Chillies and peppers, green",2017,tonnes,17800
Crops,United Republic of Tanzania,Production,"Chillies and peppers, green",2018,tonnes,18675
Crops,United Republic of Tanzania,Production,"Chillies and peppers, green",2019,tonnes,19549
Crops,United Republic of Tanzania,Production,"Cocoa, beans",2016,tonnes,13000
Crops,United Republic of Tanzania,Production,"Cocoa, beans",2017,tonnes,13000
Crops,United Republic of Tanzania,Production,"Cocoa, beans",2018,tonnes,15000
Crops,United Republic of Tanzania,Production,"Cocoa, beans",2019,tonnes,13000
Crops,United Republic of Tanzania,Production,"Cow peas, dry",2016,tonnes,177091
Crops,United Republic of Tanzania,Production,"Cow peas, dry",2017,tonnes,177631
Crops,United Republic of Tanzania,Production,"Cow peas, dry",2018,tonnes,121772
Crops,United Republic of Tanzania,Production,"Cow peas, dry",2019,tonnes,127884
Crops,United Republic of Tanzania,Production,Fibre crops nes,2016,tonnes,8671
Crops,United Republic of Tanzania,Production,Fibre crops nes,2017,tonnes,8578
Crops,United Republic of Tanzania,Production,Fibre crops nes,2018,tonnes,8485
Crops,United Republic of Tanzania,Production,Fibre crops nes,2019,tonnes,8392
Crops,United Republic of Tanzania,Production,"Fruit, citrus nes",2016,tonnes,45492
Crops,United Republic of Tanzania,Production,"Fruit, citrus nes",2017,tonnes,45903
Crops,United Republic of Tanzania,Production,"Fruit, citrus nes",2018,tonnes,46314
Crops,United Republic of Tanzania,Production,"Fruit, citrus nes",2019,tonnes,46725
Crops,United Republic of Tanzania,Production,"Fruit, tropical fresh nes",2016,tonnes,50683
Crops,United Republic of Tanzania,Production,"Fruit, tropical fresh nes",2017,tonnes,50719
Crops,United Republic of Tanzania,Production,"Fruit, tropical fresh nes",2018,tonnes,50755
Crops,United Republic of Tanzania,Production,"Fruit, tropical fresh nes",2019,tonnes,50791
Crops,United Republic of Tanzania,Production,Garlic,2016,tonnes,5707
Crops,United Republic of Tanzania,Production,Garlic,2017,tonnes,5935
Crops,United Republic of Tanzania,Production,Garlic,2018,tonnes,6164
Crops,United Republic of Tanzania,Production,Garlic,2019,tonnes,6392
Crops,United Republic of Tanzania,Production,Ginger,2016,tonnes,42
Crops,United Republic of Tanzania,Production,Ginger,2017,tonnes,42
Crops,United Republic of Tanzania,Production,Ginger,2018,tonnes,42
Crops,United Republic of Tanzania,Production,Ginger,2019,tonnes,42
Crops,United Republic of Tanzania,Production,Grapes,2016,tonnes,3764
Crops,United Republic of Tanzania,Production,Grapes,2017,tonnes,3303
Crops,United Republic of Tanzania,Production,Grapes,2018,tonnes,3253
Crops,United Republic of Tanzania,Production,Grapes,2019,tonnes,3202
Crops,United Republic of Tanzania,Production,"Groundnuts, with shell",2016,tonnes,640000
Crops,United Republic of Tanzania,Production,"Groundnuts, with shell",2017,tonnes,650000
Crops,United Republic of Tanzania,Production,"Groundnuts, with shell",2018,tonnes,670000
Crops,United Republic of Tanzania,Production,"Groundnuts, with shell",2019,tonnes,680000
Crops,United Republic of Tanzania,Production,Lemons and limes,2016,tonnes,10476
Crops,United Republic of Tanzania,Production,Lemons and limes,2017,tonnes,10242
Crops,United Republic of Tanzania,Production,Lemons and limes,2018,tonnes,10359
Crops,United Republic of Tanzania,Production,Lemons and limes,2019,tonnes,10000
Crops,United Republic of Tanzania,Production,Maize,2016,tonnes,6149000
Crops,United Republic of Tanzania,Production,Maize,2017,tonnes,6680758
Crops,United Republic of Tanzania,Production,Maize,2018,tonnes,6273151
Crops,United Republic of Tanzania,Production,Maize,2019,tonnes,5652005
Crops,United Republic of Tanzania,Production,"Maize, green",2016,tonnes,56334
Crops,United Republic of Tanzania,Production,"Maize, green",2017,tonnes,58257
Crops,United Republic of Tanzania,Production,"Maize, green",2018,tonnes,60181
Crops,United Republic of Tanzania,Production,"Maize, green",2019,tonnes,62104
Crops,United Republic of Tanzania,Production,"Mangoes, mangosteens, guavas",2016,tonnes,429366
Crops,United Republic of Tanzania,Production,"Mangoes, mangosteens, guavas",2017,tonnes,436697
Crops,United Republic of Tanzania,Production,"Mangoes, mangosteens, guavas",2018,tonnes,444027
Crops,United Republic of Tanzania,Production,"Mangoes, mangosteens, guavas",2019,tonnes,451357
Crops,United Republic of Tanzania,Production,Millet,2016,tonnes,316691
Crops,United Republic of Tanzania,Production,Millet,2017,tonnes,308897
Crops,United Republic of Tanzania,Production,Millet,2018,tonnes,316194
Crops,United Republic of Tanzania,Production,Millet,2019,tonnes,385962
Crops,United Republic of Tanzania,Production,Oil palm fruit,2016,tonnes,73972
Crops,United Republic of Tanzania,Production,Oil palm fruit,2017,tonnes,74529
Crops,United Republic of Tanzania,Production,Oil palm fruit,2018,tonnes,75086
Crops,United Republic of Tanzania,Production,Oil palm fruit,2019,tonnes,75644
Crops,United Republic of Tanzania,Production,"Onions, dry",2016,tonnes,218717
Crops,United Republic of Tanzania,Production,"Onions, dry",2017,tonnes,236077
Crops,United Republic of Tanzania,Production,"Onions, dry",2018,tonnes,253436
Crops,United Republic of Tanzania,Production,"Onions, dry",2019,tonnes,270796
Crops,United Republic of Tanzania,Production,Oranges,2016,tonnes,434281
Crops,United Republic of Tanzania,Production,Oranges,2017,tonnes,450000
Crops,United Republic of Tanzania,Production,Oranges,2018,tonnes,468276
Crops,United Republic of Tanzania,Production,Oranges,2019,tonnes,535275
Crops,United Republic of Tanzania,Production,"Peas, dry",2016,tonnes,40000
Crops,United Republic of Tanzania,Production,"Peas, dry",2017,tonnes,30000
Crops,United Republic of Tanzania,Production,"Peas, dry",2018,tonnes,30000
Crops,United Republic of Tanzania,Production,"Peas, dry",2019,tonnes,32344
Crops,United Republic of Tanzania,Production,"Peas, green",2016,tonnes,9924
Crops,United Republic of Tanzania,Production,"Peas, green",2017,tonnes,10292
Crops,United Republic of Tanzania,Production,"Peas, green",2018,tonnes,10659
Crops,United Republic of Tanzania,Production,"Peas, green",2019,tonnes,11027
Crops,United Republic of Tanzania,Production,Pineapples,2016,tonnes,407740
Crops,United Republic of Tanzania,Production,Pineapples,2017,tonnes,421938
Crops,United Republic of Tanzania,Production,Pineapples,2018,tonnes,437973
Crops,United Republic of Tanzania,Production,Pineapples,2019,tonnes,454008
Crops,United Republic of Tanzania,Production,Potatoes,2016,tonnes,1125195
Crops,United Republic of Tanzania,Production,Potatoes,2017,tonnes,583082
Crops,United Republic of Tanzania,Production,Potatoes,2018,tonnes,1080144
Crops,United Republic of Tanzania,Production,Potatoes,2019,tonnes,1013408
Crops,United Republic of Tanzania,Production,"Pyrethrum, dried",2016,tonnes,5852
Crops,United Republic of Tanzania,Production,"Pyrethrum, dried",2017,tonnes,6717
Crops,United Republic of Tanzania,Production,"Pyrethrum, dried",2018,tonnes,7080
Crops,United Republic of Tanzania,Production,"Pyrethrum, dried",2019,tonnes,7347
Crops,United Republic of Tanzania,Production,"Rice, paddy",2016,tonnes,2229000
Crops,United Republic of Tanzania,Production,"Rice, paddy",2017,tonnes,2451707
Crops,United Republic of Tanzania,Production,"Rice, paddy",2018,tonnes,3414815
Crops,United Republic of Tanzania,Production,"Rice, paddy",2019,tonnes,3474766
Crops,United Republic of Tanzania,Production,Seed cotton,2016,tonnes,149445
Crops,United Republic of Tanzania,Production,Seed cotton,2017,tonnes,164709
Crops,United Republic of Tanzania,Production,Seed cotton,2018,tonnes,269393
Crops,United Republic of Tanzania,Production,Seed cotton,2019,tonnes,267789
Crops,United Republic of Tanzania,Production,Sisal,2016,tonnes,33353
Crops,United Republic of Tanzania,Production,Sisal,2017,tonnes,31934
Crops,United Republic of Tanzania,Production,Sisal,2018,tonnes,32460
Crops,United Republic of Tanzania,Production,Sisal,2019,tonnes,32737
Crops,United Republic of Tanzania,Production,Sorghum,2016,tonnes,743487
Crops,United Republic of Tanzania,Production,Sorghum,2017,tonnes,755041
Crops,United Republic of Tanzania,Production,Sorghum,2018,tonnes,672235
Crops,United Republic of Tanzania,Production,Sorghum,2019,tonnes,731877
Crops,United Republic of Tanzania,Production,Soybeans,2016,tonnes,6783
Crops,United Republic of Tanzania,Production,Soybeans,2017,tonnes,6135
Crops,United Republic of Tanzania,Production,Soybeans,2018,tonnes,21321
Crops,United Republic of Tanzania,Production,Soybeans,2019,tonnes,22953
Crops,United Republic of Tanzania,Production,Sugar cane,2016,tonnes,3015780
Crops,United Republic of Tanzania,Production,Sugar cane,2017,tonnes,3060610
Crops,United Republic of Tanzania,Production,Sugar cane,2018,tonnes,3117812
Crops,United Republic of Tanzania,Production,Sugar cane,2019,tonnes,3589459
Crops,United Republic of Tanzania,Production,Sunflower seed,2016,tonnes,950000
Crops,United Republic of Tanzania,Production,Sunflower seed,2017,tonnes,990000
Crops,United Republic of Tanzania,Production,Sunflower seed,2018,tonnes,1000000
Crops,United Republic of Tanzania,Production,Sunflower seed,2019,tonnes,1040000
Crops,United Republic of Tanzania,Production,Sweet potatoes,2016,tonnes,3993671
Crops,United Republic of Tanzania,Production,Sweet potatoes,2017,tonnes,5440824
Crops,United Republic of Tanzania,Production,Sweet potatoes,2018,tonnes,3744093
Crops,United Republic of Tanzania,Production,Sweet potatoes,2019,tonnes,3921590
Crops,United Republic of Tanzania,Production,Tea,2016,tonnes,32629
Crops,United Republic of Tanzania,Production,Tea,2017,tonnes,41495
Crops,United Republic of Tanzania,Production,Tea,2018,tonnes,55426
Crops,United Republic of Tanzania,Production,Tea,2019,tonnes,63104
Crops,United Republic of Tanzania,Production,Tomatoes,2016,tonnes,520074
Crops,United Republic of Tanzania,Production,Tomatoes,2017,tonnes,555979
Crops,United Republic of Tanzania,Production,Tomatoes,2018,tonnes,591883
Crops,United Republic of Tanzania,Production,Tomatoes,2019,tonnes,627788
Crops,United Republic of Tanzania,Production,"Vegetables, fresh nes",2016,tonnes,2128271
Crops,United Republic of Tanzania,Production,"Vegetables, fresh nes",2017,tonnes,2231335
Crops,United Republic of Tanzania,Production,"Vegetables, fresh nes",2018,tonnes,2334398
Crops,United Republic of Tanzania,Production,"Vegetables, fresh nes",2019,tonnes,2437462
Crops,United Republic of Tanzania,Production,"Vegetables, leguminous nes",2016,tonnes,7929
Crops,United Republic of Tanzania,Production,"Vegetables, leguminous nes",2017,tonnes,8505
Crops,United Republic of Tanzania,Production,"Vegetables, leguminous nes",2018,tonnes,9081
Crops,United Republic of Tanzania,Production,"Vegetables, leguminous nes",2019,tonnes,9656
Crops,United Republic of Tanzania,Production,Watermelons,2016,tonnes,34797
Crops,United Republic of Tanzania,Production,Watermelons,2017,tonnes,37114
Crops,United Republic of Tanzania,Production,Watermelons,2018,tonnes,39430
Crops,United Republic of Tanzania,Production,Watermelons,2019,tonnes,41747
Crops,United Republic of Tanzania,Production,Wheat,2016,tonnes,76000
Crops,United Republic of Tanzania,Production,Wheat,2017,tonnes,50467
Crops,United Republic of Tanzania,Production,Wheat,2018,tonnes,56651
Crops,United Republic of Tanzania,Production,Wheat,2019,tonnes,63388
Crops,United Republic of Tanzania,Production,Yams,2016,tonnes,8308
Crops,United Republic of Tanzania,Production,Yams,2017,tonnes,7770
Crops,United Republic of Tanzania,Production,Yams,2018,tonnes,7951
Crops,United Republic of Tanzania,Production,Yams,2019,tonnes,8132
Crops,Zambia,Production,Bananas,2016,tonnes,660
Crops,Zambia,Production,Bananas,2017,tonnes,654
Crops,Zambia,Production,Bananas,2018,tonnes,649
Crops,Zambia,Production,Bananas,2019,tonnes,644
Crops,Zambia,Production,Barley,2016,tonnes,9815
Crops,Zambia,Production,Barley,2017,tonnes,10439
Crops,Zambia,Production,Barley,2018,tonnes,11063
Crops,Zambia,Production,Barley,2019,tonnes,11687
Crops,Zambia,Production,"Beans, green",2016,tonnes,
Crops,Zambia,Production,"Beans, green",2017,tonnes,
Crops,Zambia,Production,"Beans, green",2018,tonnes,
Crops,Zambia,Production,"Beans, green",2019,tonnes,
Crops,Zambia,Production,Cabbages and other brassicas,2016,tonnes,
Crops,Zambia,Production,Cabbages and other brassicas,2017,tonnes,
Crops,Zambia,Production,Cabbages and other brassicas,2018,tonnes,
Crops,Zambia,Production,Cabbages and other brassicas,2019,tonnes,
Crops,Zambia,Production,Cassava,2016,tonnes,2222096
Crops,Zambia,Production,Cassava,2017,tonnes,3695182
Crops,Zambia,Production,Cassava,2018,tonnes,4102300
Crops,Zambia,Production,Cassava,2019,tonnes,4036584
Crops,Zambia,Production,Cauliflowers and broccoli,2016,tonnes,
Crops,Zambia,Production,Cauliflowers and broccoli,2017,tonnes,
Crops,Zambia,Production,Cauliflowers and broccoli,2018,tonnes,
Crops,Zambia,Production,Cauliflowers and broccoli,2019,tonnes,
Crops,Zambia,Production,"Chillies and peppers, dry",2016,tonnes,591
Crops,Zambia,Production,"Chillies and peppers, dry",2017,tonnes,560
Crops,Zambia,Production,"Chillies and peppers, dry",2018,tonnes,529
Crops,Zambia,Production,"Chillies and peppers, dry",2019,tonnes,498
Crops,Zambia,Production,"Fruit, citrus nes",2016,tonnes,
Crops,Zambia,Production,"Fruit, citrus nes",2017,tonnes,
Crops,Zambia,Production,"Fruit, citrus nes",2018,tonnes,
Crops,Zambia,Production,"Fruit, citrus nes",2019,tonnes,
Crops,Zambia,Production,"Fruit, tropical fresh nes",2016,tonnes,83514
Crops,Zambia,Production,"Fruit, tropical fresh nes",2017,tonnes,83919
Crops,Zambia,Production,"Fruit, tropical fresh nes",2018,tonnes,84325
Crops,Zambia,Production,"Fruit, tropical fresh nes",2019,tonnes,84731
Crops,Zambia,Production,Ginger,2016,tonnes,
Crops,Zambia,Production,Ginger,2017,tonnes,
Crops,Zambia,Production,Ginger,2018,tonnes,
Crops,Zambia,Production,Ginger,2019,tonnes,
Crops,Zambia,Production,"Groundnuts, with shell",2016,tonnes,153888
Crops,Zambia,Production,"Groundnuts, with shell",2017,tonnes,168699
Crops,Zambia,Production,"Groundnuts, with shell",2018,tonnes,181772
Crops,Zambia,Production,"Groundnuts, with shell",2019,tonnes,130825
Crops,Zambia,Production,Lemons and limes,2016,tonnes,
Crops,Zambia,Production,Lemons and limes,2017,tonnes,
Crops,Zambia,Production,Lemons and limes,2018,tonnes,
Crops,Zambia,Production,Lemons and limes,2019,tonnes,
Crops,Zambia,Production,Maize,2016,tonnes,2873052
Crops,Zambia,Production,Maize,2017,tonnes,3606549
Crops,Zambia,Production,Maize,2018,tonnes,2394907
Crops,Zambia,Production,Maize,2019,tonnes,2004389
Crops,Zambia,Production,Millet,2016,tonnes,29972
Crops,Zambia,Production,Millet,2017,tonnes,32566
Crops,Zambia,Production,Millet,2018,tonnes,32278
Crops,Zambia,Production,Millet,2019,tonnes,24843
