Domain_code,Domain,Area_code,Area,Element _code,Element,Crop _code,Crop,Year Code,Year,Unit,Value,Flag,Flag Description
QC,Crops,114,Kenya,5419,Yield,27,"Rice, paddy",2017,2017,hg/ha,26717,Fc,Calculated data
QC,Crops,114,Kenya,5419,Yield,27,"Rice, paddy",2018,2018,hg/ha,43366,Fc,Calculated data
QC,Crops,114,Kenya,5419,Yield,27,"Rice, paddy",2019,2019,hg/ha,68363,Fc,Calculated data
QC,Crops,114,Kenya,5510,Production,27,"Rice, paddy",2016,2016,tonnes,101510,,Official data
QC,Crops,114,Kenya,5510,Production,27,"Rice, paddy",2017,2017,tonnes,81198,,Official data
QC,Crops,114,Kenya,5510,Production,27,"Rice, paddy",2018,2018,tonnes,112605,,Official data
QC,Crops,114,Kenya,5510,Production,27,"Rice, paddy",2019,2019,tonnes,160584,,Official data
QC,Crops,114,Kenya,5510,Production,30,"Rice, paddy (rice milled equivalent)",2016,2016,tonnes,67707,Fc,Calculated data
QC,Crops,114,Kenya,5510,Production,30,"Rice, paddy (rice milled equivalent)",2017,2017,tonnes,54159,Fc,Calculated data
QC,Crops,114,Kenya,5510,Production,30,"Rice, paddy (rice milled equivalent)",2018,2018,tonnes,75108,Fc,Calculated data
QC,Crops,114,Kenya,5510,Production,30,"Rice, paddy (rice milled equivalent)",2019,2019,tonnes,107110,Fc,Calculated data
QC,Crops,114,Kenya,5312,Area harvested,149,Roots and tubers nes,2016,2016,ha,2336,Im,FAO data based on imputation methodology
QC,Crops,114,Kenya,5312,Area harvested,149,Roots and tubers nes,2017,2017,ha,2325,Im,FAO data based on imputation methodology
QC,Crops,114,Kenya,5312,Area harvested,149,Roots and tubers nes,2018,2018,ha,2313,Im,FAO data based on imputation methodology
QC,Crops,114,Kenya,5312,Area harvested,149,Roots and tubers nes,2019,2019,ha,2301,Im,FAO data based on imputation methodology
QC,Crops,114,Kenya,5419,Yield,149,Roots and tubers nes,2016,2016,hg/ha,78763,Fc,Calculated data
QC,Crops,114,Kenya,5419,Yield,149,Roots and tubers nes,2017,2017,hg/ha,78860,Fc,Calculated data
QC,Crops,114,Kenya,5419,Yield,149,Roots and tubers nes,2018,2018,hg/ha,78993,Fc,Calculated data
QC,Crops,114,Kenya,5419,Yield,149,Roots and tubers nes,2019,2019,hg/ha,79126,Fc,Calculated data
QC,Crops,114,Kenya,5510,Production,149,Roots and tubers nes,2016,2016,tonnes,18399,Im,FAO data based on imputation methodology
QC,Crops,114,Kenya,5510,Production,149,Roots and tubers nes,2017,2017,tonnes,18335,Im,FAO data based on imputation methodology
QC,Crops,114,Kenya,5510,Production,149,Roots and tubers nes,2018,2018,tonnes,18271,Im,FAO data based on imputation methodology
QC,Crops,114,Kenya,5510,Production,149,Roots and tubers nes,2019,2019,tonnes,18207,Im,FAO data based on imputation methodology
QC,Crops,114,Kenya,5312,Area harvested,328,Seed cotton,2016,2016,ha,28700,,Official data
QC,Crops,114,Kenya,5312,Area harvested,328,Seed cotton,2017,2017,ha,20717,,Official data
QC,Crops,114,Kenya,5312,Area harvested,328,Seed cotton,2018,2018,ha,13432,,Official data
QC,Crops,114,Kenya,5312,Area harvested,328,Seed cotton,2019,2019,ha,13781,,Official data
QC,Crops,114,Kenya,5419,Yield,328,Seed cotton,2016,2016,hg/ha,5505,Fc,Calculated data
QC,Crops,114,Kenya,5419,Yield,328,Seed cotton,2017,2017,hg/ha,6999,Fc,Calculated data
QC,Crops,114,Kenya,5419,Yield,328,Seed cotton,2018,2018,hg/ha,4410,Fc,Calculated data
QC,Crops,114,Kenya,5419,Yield,328,Seed cotton,2019,2019,hg/ha,4410,Fc,Calculated data
QC,Crops,114,Kenya,5510,Production,328,Seed cotton,2016,2016,tonnes,15800,,Official data
QC,Crops,114,Kenya,5510,Production,328,Seed cotton,2017,2017,tonnes,14500,,Official data
QC,Crops,114,Kenya,5510,Production,328,Seed cotton,2018,2018,tonnes,5923,,Official data
QC,Crops,114,Kenya,5510,Production,328,Seed cotton,2019,2019,tonnes,6077,,Official data
QC,Crops,114,Kenya,5312,Area harvested,289,Sesame seed,2016,2016,ha,25540,Im,FAO data based on imputation methodology
QC,Crops,114,Kenya,5312,Area harvested,289,Sesame seed,2017,2017,ha,25376,Im,FAO data based on imputation methodology
QC,Crops,114,Kenya,5312,Area harvested,289,Sesame seed,2018,2018,ha,25370,Im,FAO data based on imputation methodology
QC,Crops,114,Kenya,5312,Area harvested,289,Sesame seed,2019,2019,ha,25440,Im,FAO data based on imputation methodology
QC,Crops,114,Kenya,5419,Yield,289,Sesame seed,2016,2016,hg/ha,4182,Fc,Calculated data
QC,Crops,114,Kenya,5419,Yield,289,Sesame seed,2017,2017,hg/ha,4187,Fc,Calculated data
QC,Crops,114,Kenya,5419,Yield,289,Sesame seed,2018,2018,hg/ha,4192,Fc,Calculated data
QC,Crops,114,Kenya,5419,Yield,289,Sesame seed,2019,2019,hg/ha,4195,Fc,Calculated data
QC,Crops,114,Kenya,5510,Production,289,Sesame seed,2016,2016,tonnes,10682,Im,FAO data based on imputation methodology
QC,Crops,114,Kenya,5510,Production,289,Sesame seed,2017,2017,tonnes,10626,Im,FAO data based on imputation methodology
QC,Crops,114,Kenya,5510,Production,289,Sesame seed,2018,2018,tonnes,10634,Im,FAO data based on imputation methodology
QC,Crops,114,Kenya,5510,Production,289,Sesame seed,2019,2019,tonnes,10673,Im,FAO data based on imputation methodology
QC,Crops,114,Kenya,5312,Area harvested,789,Sisal,2016,2016,ha,25693,Im,FAO data based on imputation methodology
QC,Crops,114,Kenya,5312,Area harvested,789,Sisal,2017,2017,ha,25132,Im,FAO data based on imputation methodology
QC,Crops,114,Kenya,5312,Area harvested,789,Sisal,2018,2018,ha,24593,Im,FAO data based on imputation methodology
QC,Crops,114,Kenya,5312,Area harvested,789,Sisal,2019,2019,ha,24161,Im,FAO data based on imputation methodology
QC,Crops,114,Kenya,5419,Yield,789,Sisal,2016,2016,hg/ha,8818,Fc,Calculated data
QC,Crops,114,Kenya,5419,Yield,789,Sisal,2017,2017,hg/ha,8778,Fc,Calculated data
QC,Crops,114,Kenya,5419,Yield,789,Sisal,2018,2018,hg/ha,8737,Fc,Calculated data
QC,Crops,114,Kenya,5419,Yield,789,Sisal,2019,2019,hg/ha,8695,Fc,Calculated data
QC,Crops,114,Kenya,5510,Production,789,Sisal,2016,2016,tonnes,22657,Im,FAO data based on imputation methodology
QC,Crops,114,Kenya,5510,Production,789,Sisal,2017,2017,tonnes,22060,Im,FAO data based on imputation methodology
QC,Crops,114,Kenya,5510,Production,789,Sisal,2018,2018,tonnes,21486,Im,FAO data based on imputation methodology
QC,Crops,114,Kenya,5510,Production,789,Sisal,2019,2019,tonnes,21009,Im,FAO data based on imputation methodology
QC,Crops,114,Kenya,5312,Area harvested,83,Sorghum,2016,2016,ha,184654,,Official data
QC,Crops,114,Kenya,5312,Area harvested,83,Sorghum,2017,2017,ha,203586,,Official data
QC,Crops,114,Kenya,5312,Area harvested,83,Sorghum,2018,2018,ha,240403,,Official data
QC,Crops,114,Kenya,5312,Area harvested,83,Sorghum,2019,2019,ha,301705,,Official data
QC,Crops,114,Kenya,5419,Yield,83,Sorghum,2016,2016,hg/ha,6336,Fc,Calculated data
QC,Crops,114,Kenya,5419,Yield,83,Sorghum,2017,2017,hg/ha,7073,Fc,Calculated data
QC,Crops,114,Kenya,5419,Yield,83,Sorghum,2018,2018,hg/ha,7862,Fc,Calculated data
QC,Crops,114,Kenya,5419,Yield,83,Sorghum,2019,2019,hg/ha,9546,Fc,Calculated data
QC,Crops,114,Kenya,5510,Production,83,Sorghum,2016,2016,tonnes,117000,,Official data
QC,Crops,114,Kenya,5510,Production,83,Sorghum,2017,2017,tonnes,144000,,Official data
QC,Crops,114,Kenya,5510,Production,83,Sorghum,2018,2018,tonnes,189000,,Official data
QC,Crops,114,Kenya,5510,Production,83,Sorghum,2019,2019,tonnes,288000,,Official data
QC,Crops,114,Kenya,5312,Area harvested,236,Soybeans,2016,2016,ha,2215,,Official data
QC,Crops,114,Kenya,5312,Area harvested,236,Soybeans,2017,2017,ha,2405,,Official data
QC,Crops,114,Kenya,5312,Area harvested,236,Soybeans,2018,2018,ha,2390,,Official data
QC,Crops,114,Kenya,5312,Area harvested,236,Soybeans,2019,2019,ha,2398,,Official data
QC,Crops,114,Kenya,5419,Yield,236,Soybeans,2016,2016,hg/ha,9061,Fc,Calculated data
QC,Crops,114,Kenya,5419,Yield,236,Soybeans,2017,2017,hg/ha,10470,Fc,Calculated data
QC,Crops,114,Kenya,5419,Yield,236,Soybeans,2018,2018,hg/ha,10033,Fc,Calculated data
QC,Crops,114,Kenya,5419,Yield,236,Soybeans,2019,2019,hg/ha,9992,Fc,Calculated data
QC,Crops,114,Kenya,5510,Production,236,Soybeans,2016,2016,tonnes,2007,,Official data
QC,Crops,114,Kenya,5510,Production,236,Soybeans,2017,2017,tonnes,2518,,Official data
QC,Crops,114,Kenya,5510,Production,236,Soybeans,2018,2018,tonnes,2398,,Official data
QC,Crops,114,Kenya,5510,Production,236,Soybeans,2019,2019,tonnes,2396,,Official data
QC,Crops,114,Kenya,5312,Area harvested,723,Spices nes,2016,2016,ha,854,Im,FAO data based on imputation methodology
QC,Crops,114,Kenya,5312,Area harvested,723,Spices nes,2017,2017,ha,825,Im,FAO data based on imputation methodology
QC,Crops,114,Kenya,5312,Area harvested,723,Spices nes,2018,2018,ha,798,Im,FAO data based on imputation methodology
QC,Crops,114,Kenya,5312,Area harvested,723,Spices nes,2019,2019,ha,772,Im,FAO data based on imputation methodology
QC,Crops,114,Kenya,5419,Yield,723,Spices nes,2016,2016,hg/ha,15023,Fc,Calculated data
QC,Crops,114,Kenya,5419,Yield,723,Spices nes,2017,2017,hg/ha,15515,Fc,Calculated data
QC,Crops,114,Kenya,5419,Yield,723,Spices nes,2018,2018,hg/ha,16015,Fc,Calculated data
QC,Crops,114,Kenya,5419,Yield,723,Spices nes,2019,2019,hg/ha,16516,Fc,Calculated data
QC,Crops,114,Kenya,5510,Production,723,Spices nes,2016,2016,tonnes,1283,Im,FAO data based on imputation methodology
QC,Crops,114,Kenya,5510,Production,723,Spices nes,2017,2017,tonnes,1280,Im,FAO data based on imputation methodology
QC,Crops,114,Kenya,5510,Production,723,Spices nes,2018,2018,tonnes,1278,Im,FAO data based on imputation methodology
QC,Crops,114,Kenya,5510,Production,723,Spices nes,2019,2019,tonnes,1275,Im,FAO data based on imputation methodology
QC,Crops,114,Kenya,5312,Area harvested,373,Spinach,2016,2016,ha,5615,,Official data
QC,Crops,114,Kenya,5312,Area harvested,373,Spinach,2017,2017,ha,7368,,Official data
QC,Crops,114,Kenya,5312,Area harvested,373,Spinach,2018,2018,ha,9163,,Official data
QC,Crops,114,Kenya,5312,Area harvested,373,Spinach,2019,2019,ha,10449,,Official data
QC,Crops,114,Kenya,5419,Yield,373,Spinach,2016,2016,hg/ha,134573,Fc,Calculated data
QC,Crops,114,Kenya,5419,Yield,373,Spinach,2017,2017,hg/ha,177535,Fc,Calculated data
QC,Crops,114,Kenya,5419,Yield,373,Spinach,2018,2018,hg/ha,184826,Fc,Calculated data
QC,Crops,114,Kenya,5419,Yield,373,Spinach,2019,2019,hg/ha,171028,Fc,Calculated data
QC,Crops,114,Kenya,5510,Production,373,Spinach,2016,2016,tonnes,75563,,Official data
QC,Crops,114,Kenya,5510,Production,373,Spinach,2017,2017,tonnes,130808,,Official data
QC,Crops,114,Kenya,5510,Production,373,Spinach,2018,2018,tonnes,169356,,Official data
QC,Crops,114,Kenya,5510,Production,373,Spinach,2019,2019,tonnes,178707,,Official data
QC,Crops,114,Kenya,5312,Area harvested,544,Strawberries,2016,2016,ha,96,Im,FAO data based on imputation methodology
QC,Crops,114,Kenya,5312,Area harvested,544,Strawberries,2017,2017,ha,60,,Official data
QC,Crops,114,Kenya,5312,Area harvested,544,Strawberries,2018,2018,ha,53,,Official data
QC,Crops,114,Kenya,5312,Area harvested,544,Strawberries,2019,2019,ha,64,,Official data
QC,Crops,114,Kenya,5419,Yield,544,Strawberries,2016,2016,hg/ha,107917,Fc,Calculated data
QC,Crops,114,Kenya,5419,Yield,544,Strawberries,2017,2017,hg/ha,73167,Fc,Calculated data
QC,Crops,114,Kenya,5419,Yield,544,Strawberries,2018,2018,hg/ha,77358,Fc,Calculated data
QC,Crops,114,Kenya,5419,Yield,544,Strawberries,2019,2019,hg/ha,78750,Fc,Calculated data
QC,Crops,114,Kenya,5510,Production,544,Strawberries,2016,2016,tonnes,1036,Im,FAO data based on imputation methodology
QC,Crops,114,Kenya,5510,Production,544,Strawberries,2017,2017,tonnes,439,,Official data
QC,Crops,114,Kenya,5510,Production,544,Strawberries,2018,2018,tonnes,410,,Official data
QC,Crops,114,Kenya,5510,Production,544,Strawberries,2019,2019,tonnes,504,,Official data
QC,Crops,114,Kenya,5312,Area harvested,156,Sugar cane,2016,2016,ha,86876,,Official data
QC,Crops,114,Kenya,5312,Area harvested,156,Sugar cane,2017,2017,ha,67708,,Official data
QC,Crops,114,Kenya,5312,Area harvested,156,Sugar cane,2018,2018,ha,73065,,Official data
QC,Crops,114,Kenya,5312,Area harvested,156,Sugar cane,2019,2019,ha,71900,,Official data
QC,Crops,114,Kenya,5419,Yield,156,Sugar cane,2016,2016,hg/ha,816637,Fc,Calculated data
QC,Crops,114,Kenya,5419,Yield,156,Sugar cane,2017,2017,hg/ha,701779,Fc,Calculated data
QC,Crops,114,Kenya,5419,Yield,156,Sugar cane,2018,2018,hg/ha,720202,Fc,Calculated data
QC,Crops,114,Kenya,5419,Yield,156,Sugar cane,2019,2019,hg/ha,640626,Fc,Calculated data
QC,Crops,114,Kenya,5510,Production,156,Sugar cane,2016,2016,tonnes,7094619,,Official data
QC,Crops,114,Kenya,5510,Production,156,Sugar cane,2017,2017,tonnes,4751605,,Official data
QC,Crops,114,Kenya,5510,Production,156,Sugar cane,2018,2018,tonnes,5262157,,Official data
QC,Crops,114,Kenya,5510,Production,156,Sugar cane,2019,2019,tonnes,4606100,,Official data
QC,Crops,114,Kenya,5312,Area harvested,267,Sunflower seed,2016,2016,ha,13928,Im,FAO data based on imputation methodology
QC,Crops,114,Kenya,5312,Area harvested,267,Sunflower seed,2017,2017,ha,14135,Im,FAO data based on imputation methodology
QC,Crops,114,Kenya,5312,Area harvested,267,Sunflower seed,2018,2018,ha,14068,Im,FAO data based on imputation methodology
QC,Crops,114,Kenya,5312,Area harvested,267,Sunflower seed,2019,2019,ha,14118,Im,FAO data based on imputation methodology
QC,Crops,114,Kenya,5419,Yield,267,Sunflower seed,2016,2016,hg/ha,10146,Fc,Calculated data
QC,Crops,114,Kenya,5419,Yield,267,Sunflower seed,2017,2017,hg/ha,10268,Fc,Calculated data
QC,Crops,114,Kenya,5419,Yield,267,Sunflower seed,2018,2018,hg/ha,10213,Fc,Calculated data
QC,Crops,114,Kenya,5419,Yield,267,Sunflower seed,2019,2019,hg/ha,10242,Fc,Calculated data
QC,Crops,114,Kenya,5510,Production,267,Sunflower seed,2016,2016,tonnes,14131,Im,FAO data based on imputation methodology
QC,Crops,114,Kenya,5510,Production,267,Sunflower seed,2017,2017,tonnes,14514,Im,FAO data based on imputation methodology
QC,Crops,114,Kenya,5510,Production,267,Sunflower seed,2018,2018,tonnes,14368,Im,FAO data based on imputation methodology
QC,Crops,114,Kenya,5510,Production,267,Sunflower seed,2019,2019,tonnes,14459,Im,FAO data based on imputation methodology
QC,Crops,114,Kenya,5312,Area harvested,122,Sweet potatoes,2016,2016,ha,47184,,Official data
QC,Crops,114,Kenya,5312,Area harvested,122,Sweet potatoes,2017,2017,ha,63598,,Official data
QC,Crops,114,Kenya,5312,Area harvested,122,Sweet potatoes,2018,2018,ha,64301,,Official data
QC,Crops,114,Kenya,5312,Area harvested,122,Sweet potatoes,2019,2019,ha,65973,,Official data
QC,Crops,114,Kenya,5419,Yield,122,Sweet potatoes,2016,2016,hg/ha,147797,Fc,Calculated data
QC,Crops,114,Kenya,5419,Yield,122,Sweet potatoes,2017,2017,hg/ha,120977,Fc,Calculated data
QC,Crops,114,Kenya,5419,Yield,122,Sweet potatoes,2018,2018,hg/ha,135458,Fc,Calculated data
QC,Crops,114,Kenya,5419,Yield,122,Sweet potatoes,2019,2019,hg/ha,135458,Fc,Calculated data
QC,Crops,114,Kenya,5510,Production,122,Sweet potatoes,2016,2016,tonnes,697364,,Official data
QC,Crops,114,Kenya,5510,Production,122,Sweet potatoes,2017,2017,tonnes,769389,,Official data
QC,Crops,114,Kenya,5510,Production,122,Sweet potatoes,2018,2018,tonnes,871010,,Official data
QC,Crops,114,Kenya,5510,Production,122,Sweet potatoes,2019,2019,tonnes,893656,,Official data
QC,Crops,114,Kenya,5312,Area harvested,495,"Tangerines, mandarins, clementines, satsumas",2016,2016,ha,1122,,Official data
QC,Crops,114,Kenya,5312,Area harvested,495,"Tangerines, mandarins, clementines, satsumas",2017,2017,ha,1119,,Official data
QC,Crops,114,Kenya,5312,Area harvested,495,"Tangerines, mandarins, clementines, satsumas",2018,2018,ha,1127,,Official data
QC,Crops,114,Kenya,5312,Area harvested,495,"Tangerines, mandarins, clementines, satsumas",2019,2019,ha,1392,,Official data
QC,Crops,114,Kenya,5419,Yield,495,"Tangerines, mandarins, clementines, satsumas",2016,2016,hg/ha,90660,Fc,Calculated data
QC,Crops,114,Kenya,5419,Yield,495,"Tangerines, mandarins, clementines, satsumas",2017,2017,hg/ha,74879,Fc,Calculated data
QC,Crops,114,Kenya,5419,Yield,495,"Tangerines, mandarins, clementines, satsumas",2018,2018,hg/ha,99397,Fc,Calculated data
QC,Crops,114,Kenya,5419,Yield,495,"Tangerines, mandarins, clementines, satsumas",2019,2019,hg/ha,78204,Fc,Calculated data
QC,Crops,114,Kenya,5510,Production,495,"Tangerines, mandarins, clementines, satsumas",2016,2016,tonnes,10172,,Official data
QC,Crops,114,Kenya,5510,Production,495,"Tangerines, mandarins, clementines, satsumas",2017,2017,tonnes,8379,,Official data
QC,Crops,114,Kenya,5510,Production,495,"Tangerines, mandarins, clementines, satsumas",2018,2018,tonnes,11202,,Official data
QC,Crops,114,Kenya,5510,Production,495,"Tangerines, mandarins, clementines, satsumas",2019,2019,tonnes,10886,,Official data
QC,Crops,114,Kenya,5312,Area harvested,667,Tea,2016,2016,ha,218500,,Official data
QC,Crops,114,Kenya,5312,Area harvested,667,Tea,2017,2017,ha,232700,,Official data
QC,Crops,114,Kenya,5312,Area harvested,667,Tea,2018,2018,ha,236200,,Official data
QC,Crops,114,Kenya,5312,Area harvested,667,Tea,2019,2019,ha,269400,,Official data
QC,Crops,114,Kenya,5419,Yield,667,Tea,2016,2016,hg/ha,21648,Fc,Calculated data
QC,Crops,114,Kenya,5419,Yield,667,Tea,2017,2017,hg/ha,18902,Fc,Calculated data
QC,Crops,114,Kenya,5419,Yield,667,Tea,2018,2018,hg/ha,20872,Fc,Calculated data
QC,Crops,114,Kenya,5419,Yield,667,Tea,2019,2019,hg/ha,17032,Fc,Calculated data
QC,Crops,114,Kenya,5510,Production,667,Tea,2016,2016,tonnes,473000,,Official data
QC,Crops,114,Kenya,5510,Production,667,Tea,2017,2017,tonnes,439857,,Official data
QC,Crops,114,Kenya,5510,Production,667,Tea,2018,2018,tonnes,492990,,Official data
QC,Crops,114,Kenya,5510,Production,667,Tea,2019,2019,tonnes,458850,,Official data
QC,Crops,114,Kenya,5312,Area harvested,826,"Tobacco, unmanufactured",2016,2016,ha,15908,Im,FAO data based on imputation methodology
QC,Crops,114,Kenya,5312,Area harvested,826,"Tobacco, unmanufactured",2017,2017,ha,16072,Im,FAO data based on imputation methodology
QC,Crops,114,Kenya,5312,Area harvested,826,"Tobacco, unmanufactured",2018,2018,ha,16351,Im,FAO data based on imputation methodology
QC,Crops,114,Kenya,5312,Area harvested,826,"Tobacco, unmanufactured",2019,2019,ha,16733,Im,FAO data based on imputation methodology
QC,Crops,114,Kenya,5419,Yield,826,"Tobacco, unmanufactured",2016,2016,hg/ha,6236,Fc,Calculated data
QC,Crops,114,Kenya,5419,Yield,826,"Tobacco, unmanufactured",2017,2017,hg/ha,5858,Fc,Calculated data
QC,Crops,114,Kenya,5419,Yield,826,"Tobacco, unmanufactured",2018,2018,hg/ha,5479,Fc,Calculated data
QC,Crops,114,Kenya,5419,Yield,826,"Tobacco, unmanufactured",2019,2019,hg/ha,5101,Fc,Calculated data
QC,Crops,114,Kenya,5510,Production,826,"Tobacco, unmanufactured",2016,2016,tonnes,9920,Im,FAO data based on imputation methodology
QC,Crops,114,Kenya,5510,Production,826,"Tobacco, unmanufactured",2017,2017,tonnes,9415,Im,FAO data based on imputation methodology
QC,Crops,114,Kenya,5510,Production,826,"Tobacco, unmanufactured",2018,2018,tonnes,8959,Im,FAO data based on imputation methodology
QC,Crops,114,Kenya,5510,Production,826,"Tobacco, unmanufactured",2019,2019,tonnes,8536,Im,FAO data based on imputation methodology
QC,Crops,114,Kenya,5312,Area harvested,388,Tomatoes,2016,2016,ha,21921,,Official data
QC,Crops,114,Kenya,5312,Area harvested,388,Tomatoes,2017,2017,ha,27636,,Official data
QC,Crops,114,Kenya,5312,Area harvested,388,Tomatoes,2018,2018,ha,28263,,Official data
QC,Crops,114,Kenya,5312,Area harvested,388,Tomatoes,2019,2019,ha,26644,,Official data
QC,Crops,114,Kenya,5419,Yield,388,Tomatoes,2016,2016,hg/ha,187050,Fc,Calculated data
QC,Crops,114,Kenya,5419,Yield,388,Tomatoes,2017,2017,hg/ha,183508,Fc,Calculated data
QC,Crops,114,Kenya,5419,Yield,388,Tomatoes,2018,2018,hg/ha,212100,Fc,Calculated data
QC,Crops,114,Kenya,5419,Yield,388,Tomatoes,2019,2019,hg/ha,203680,Fc,Calculated data
QC,Crops,114,Kenya,5510,Production,388,Tomatoes,2016,2016,tonnes,410033,,Official data
QC,Crops,114,Kenya,5510,Production,388,Tomatoes,2017,2017,tonnes,507142,,Official data
QC,Crops,114,Kenya,5510,Production,388,Tomatoes,2018,2018,tonnes,599458,,Official data
QC,Crops,114,Kenya,5510,Production,388,Tomatoes,2019,2019,tonnes,542686,,Official data
QC,Crops,114,Kenya,5312,Area harvested,692,Vanilla,2016,2016,ha,21,Im,FAO data based on imputation methodology
QC,Crops,114,Kenya,5312,Area harvested,692,Vanilla,2017,2017,ha,21,Im,FAO data based on imputation methodology
QC,Crops,114,Kenya,5312,Area harvested,692,Vanilla,2018,2018,ha,20,Im,FAO data based on imputation methodology
QC,Crops,114,Kenya,5312,Area harvested,692,Vanilla,2019,2019,ha,20,Im,FAO data based on imputation methodology
QC,Crops,114,Kenya,5419,Yield,692,Vanilla,2016,2016,hg/ha,7143,Fc,Calculated data
QC,Crops,114,Kenya,5419,Yield,692,Vanilla,2017,2017,hg/ha,7143,Fc,Calculated data
QC,Crops,114,Kenya,5419,Yield,692,Vanilla,2018,2018,hg/ha,7500,Fc,Calculated data
QC,Crops,114,Kenya,5419,Yield,692,Vanilla,2019,2019,hg/ha,7500,Fc,Calculated data
QC,Crops,114,Kenya,5510,Production,692,Vanilla,2016,2016,tonnes,15,Im,FAO data based on imputation methodology
QC,Crops,114,Kenya,5510,Production,692,Vanilla,2017,2017,tonnes,15,Im,FAO data based on imputation methodology
QC,Crops,114,Kenya,5510,Production,692,Vanilla,2018,2018,tonnes,15,Im,FAO data based on imputation methodology
QC,Crops,114,Kenya,5510,Production,692,Vanilla,2019,2019,tonnes,15,Im,FAO data based on imputation methodology
QC,Crops,114,Kenya,5312,Area harvested,463,"Vegetables, fresh nes",2016,2016,ha,79577,Im,FAO data based on imputation methodology
QC,Crops,114,Kenya,5312,Area harvested,463,"Vegetables, fresh nes",2017,2017,ha,82973,Im,FAO data based on imputation methodology
QC,Crops,114,Kenya,5312,Area harvested,463,"Vegetables, fresh nes",2018,2018,ha,86428,Im,FAO data based on imputation methodology
QC,Crops,114,Kenya,5312,Area harvested,463,"Vegetables, fresh nes",2019,2019,ha,87358,Im,FAO data based on imputation methodology
QC,Crops,114,Kenya,5419,Yield,463,"Vegetables, fresh nes",2016,2016,hg/ha,79169,Fc,Calculated data
QC,Crops,114,Kenya,5419,Yield,463,"Vegetables, fresh nes",2017,2017,hg/ha,78339,Fc,Calculated data
QC,Crops,114,Kenya,5419,Yield,463,"Vegetables, fresh nes",2018,2018,hg/ha,77521,Fc,Calculated data
QC,Crops,114,Kenya,5419,Yield,463,"Vegetables, fresh nes",2019,2019,hg/ha,76716,Fc,Calculated data
QC,Crops,114,Kenya,5510,Production,463,"Vegetables, fresh nes",2016,2016,tonnes,630000,F,FAO estimate
QC,Crops,114,Kenya,5510,Production,463,"Vegetables, fresh nes",2017,2017,tonnes,650000,F,FAO estimate
QC,Crops,114,Kenya,5510,Production,463,"Vegetables, fresh nes",2018,2018,tonnes,670000,F,FAO estimate
QC,Crops,114,Kenya,5510,Production,463,"Vegetables, fresh nes",2019,2019,tonnes,670173,Im,FAO data based on imputation methodology
QC,Crops,114,Kenya,5312,Area harvested,420,"Vegetables, leguminous nes",2016,2016,ha,324,Im,FAO data based on imputation methodology
QC,Crops,114,Kenya,5312,Area harvested,420,"Vegetables, leguminous nes",2017,2017,ha,333,Im,FAO data based on imputation methodology
QC,Crops,114,Kenya,5312,Area harvested,420,"Vegetables, leguminous nes",2018,2018,ha,342,Im,FAO data based on imputation methodology
QC,Crops,114,Kenya,5312,Area harvested,420,"Vegetables, leguminous nes",2019,2019,ha,351,Im,FAO data based on imputation methodology
QC,Crops,114,Kenya,5419,Yield,420,"Vegetables, leguminous nes",2016,2016,hg/ha,44321,Fc,Calculated data
QC,Crops,114,Kenya,5419,Yield,420,"Vegetables, leguminous nes",2017,2017,hg/ha,43874,Fc,Calculated data
QC,Crops,114,Kenya,5419,Yield,420,"Vegetables, leguminous nes",2018,2018,hg/ha,43450,Fc,Calculated data
QC,Crops,114,Kenya,5419,Yield,420,"Vegetables, leguminous nes",2019,2019,hg/ha,43077,Fc,Calculated data
QC,Crops,114,Kenya,5510,Production,420,"Vegetables, leguminous nes",2016,2016,tonnes,1436,Im,FAO data based on imputation methodology
QC,Crops,114,Kenya,5510,Production,420,"Vegetables, leguminous nes",2017,2017,tonnes,1461,Im,FAO data based on imputation methodology
QC,Crops,114,Kenya,5510,Production,420,"Vegetables, leguminous nes",2018,2018,tonnes,1486,Im,FAO data based on imputation methodology
QC,Crops,114,Kenya,5510,Production,420,"Vegetables, leguminous nes",2019,2019,tonnes,1512,Im,FAO data based on imputation methodology
QC,Crops,114,Kenya,5312,Area harvested,567,Watermelons,2016,2016,ha,7956,,Official data
QC,Crops,114,Kenya,5312,Area harvested,567,Watermelons,2017,2017,ha,7309,,Official data
QC,Crops,114,Kenya,5312,Area harvested,567,Watermelons,2018,2018,ha,7815,,Official data
QC,Crops,114,Kenya,5312,Area harvested,567,Watermelons,2019,2019,ha,15117,,Official data
QC,Crops,114,Kenya,5419,Yield,567,Watermelons,2016,2016,hg/ha,218322,Fc,Calculated data
QC,Crops,114,Kenya,5419,Yield,567,Watermelons,2017,2017,hg/ha,176707,Fc,Calculated data
QC,Crops,114,Kenya,5419,Yield,567,Watermelons,2018,2018,hg/ha,241578,Fc,Calculated data
QC,Crops,114,Kenya,5419,Yield,567,Watermelons,2019,2019,hg/ha,160447,Fc,Calculated data
QC,Crops,114,Kenya,5510,Production,567,Watermelons,2016,2016,tonnes,173697,,Official data
QC,Crops,114,Kenya,5510,Production,567,Watermelons,2017,2017,tonnes,129155,,Official data
QC,Crops,114,Kenya,5510,Production,567,Watermelons,2018,2018,tonnes,188793,,Official data
QC,Crops,114,Kenya,5510,Production,567,Watermelons,2019,2019,tonnes,242547,,Official data
QC,Crops,114,Kenya,5312,Area harvested,15,Wheat,2016,2016,ha,153119,,Official data
