Domain_code,Domain,Area_code,Area,Element _code,Element,Crop _code,Crop,Year Code,Year,Unit,Value,Flag,Flag Description
QC,Crops,5101,Eastern Africa,5312,Area harvested,661,"Cocoa, beans",2019,2019,ha,102444,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5101,Eastern Africa,5419,Yield,661,"Cocoa, beans",2016,2016,hg/ha,5696,Fc,Calculated data
QC,Crops,5101,Eastern Africa,5419,Yield,661,"Cocoa, beans",2017,2017,hg/ha,5618,Fc,Calculated data
QC,Crops,5101,Eastern Africa,5419,Yield,661,"Cocoa, beans",2018,2018,hg/ha,5750,Fc,Calculated data
QC,Crops,5101,Eastern Africa,5419,Yield,661,"Cocoa, beans",2019,2019,hg/ha,5684,Fc,Calculated data
QC,Crops,5101,Eastern Africa,5510,Production,661,"Cocoa, beans",2016,2016,tonnes,59225,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5101,Eastern Africa,5510,Production,661,"Cocoa, beans",2017,2017,tonnes,58881,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5101,Eastern Africa,5510,Production,661,"Cocoa, beans",2018,2018,tonnes,62049,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5101,Eastern Africa,5510,Production,661,"Cocoa, beans",2019,2019,tonnes,58226,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5101,Eastern Africa,5312,Area harvested,249,Coconuts,2016,2016,ha,821297,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5101,Eastern Africa,5312,Area harvested,249,Coconuts,2017,2017,ha,878563,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5101,Eastern Africa,5312,Area harvested,249,Coconuts,2018,2018,ha,894399,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5101,Eastern Africa,5312,Area harvested,249,Coconuts,2019,2019,ha,913584,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5101,Eastern Africa,5419,Yield,249,Coconuts,2016,2016,hg/ha,11922,Fc,Calculated data
QC,Crops,5101,Eastern Africa,5419,Yield,249,Coconuts,2017,2017,hg/ha,10827,Fc,Calculated data
QC,Crops,5101,Eastern Africa,5419,Yield,249,Coconuts,2018,2018,hg/ha,10662,Fc,Calculated data
QC,Crops,5101,Eastern Africa,5419,Yield,249,Coconuts,2019,2019,hg/ha,10381,Fc,Calculated data
QC,Crops,5101,Eastern Africa,5510,Production,249,Coconuts,2016,2016,tonnes,979162,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5101,Eastern Africa,5510,Production,249,Coconuts,2017,2017,tonnes,951185,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5101,Eastern Africa,5510,Production,249,Coconuts,2018,2018,tonnes,953576,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5101,Eastern Africa,5510,Production,249,Coconuts,2019,2019,tonnes,948391,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5101,Eastern Africa,5312,Area harvested,656,"Coffee, green",2016,2016,ha,1673024,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5101,Eastern Africa,5312,Area harvested,656,"Coffee, green",2017,2017,ha,1705658,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5101,Eastern Africa,5312,Area harvested,656,"Coffee, green",2018,2018,ha,1705337,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5101,Eastern Africa,5312,Area harvested,656,"Coffee, green",2019,2019,ha,1690041,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5101,Eastern Africa,5419,Yield,656,"Coffee, green",2016,2016,hg/ha,5533,Fc,Calculated data
QC,Crops,5101,Eastern Africa,5419,Yield,656,"Coffee, green",2017,2017,hg/ha,5641,Fc,Calculated data
QC,Crops,5101,Eastern Africa,5419,Yield,656,"Coffee, green",2018,2018,hg/ha,5839,Fc,Calculated data
QC,Crops,5101,Eastern Africa,5419,Yield,656,"Coffee, green",2019,2019,hg/ha,5689,Fc,Calculated data
QC,Crops,5101,Eastern Africa,5510,Production,656,"Coffee, green",2016,2016,tonnes,925696,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5101,Eastern Africa,5510,Production,656,"Coffee, green",2017,2017,tonnes,962111,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5101,Eastern Africa,5510,Production,656,"Coffee, green",2018,2018,tonnes,995810,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5101,Eastern Africa,5510,Production,656,"Coffee, green",2019,2019,tonnes,961399,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5101,Eastern Africa,5312,Area harvested,195,"Cow peas, dry",2016,2016,ha,1056046,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5101,Eastern Africa,5312,Area harvested,195,"Cow peas, dry",2017,2017,ha,1060984,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5101,Eastern Africa,5312,Area harvested,195,"Cow peas, dry",2018,2018,ha,1071623,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5101,Eastern Africa,5312,Area harvested,195,"Cow peas, dry",2019,2019,ha,1127535,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5101,Eastern Africa,5419,Yield,195,"Cow peas, dry",2016,2016,hg/ha,7756,Fc,Calculated data
QC,Crops,5101,Eastern Africa,5419,Yield,195,"Cow peas, dry",2017,2017,hg/ha,8000,Fc,Calculated data
QC,Crops,5101,Eastern Africa,5419,Yield,195,"Cow peas, dry",2018,2018,hg/ha,7951,Fc,Calculated data
QC,Crops,5101,Eastern Africa,5419,Yield,195,"Cow peas, dry",2019,2019,hg/ha,8203,Fc,Calculated data
QC,Crops,5101,Eastern Africa,5510,Production,195,"Cow peas, dry",2016,2016,tonnes,819109,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5101,Eastern Africa,5510,Production,195,"Cow peas, dry",2017,2017,tonnes,848786,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5101,Eastern Africa,5510,Production,195,"Cow peas, dry",2018,2018,tonnes,852019,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5101,Eastern Africa,5510,Production,195,"Cow peas, dry",2019,2019,tonnes,924969,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5101,Eastern Africa,5312,Area harvested,397,Cucumbers and gherkins,2016,2016,ha,1466,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5101,Eastern Africa,5312,Area harvested,397,Cucumbers and gherkins,2017,2017,ha,3021,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5101,Eastern Africa,5312,Area harvested,397,Cucumbers and gherkins,2018,2018,ha,2555,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5101,Eastern Africa,5312,Area harvested,397,Cucumbers and gherkins,2019,2019,ha,29780,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5101,Eastern Africa,5419,Yield,397,Cucumbers and gherkins,2016,2016,hg/ha,71126,Fc,Calculated data
QC,Crops,5101,Eastern Africa,5419,Yield,397,Cucumbers and gherkins,2017,2017,hg/ha,153588,Fc,Calculated data
QC,Crops,5101,Eastern Africa,5419,Yield,397,Cucumbers and gherkins,2018,2018,hg/ha,162548,Fc,Calculated data
QC,Crops,5101,Eastern Africa,5419,Yield,397,Cucumbers and gherkins,2019,2019,hg/ha,12137,Fc,Calculated data
QC,Crops,5101,Eastern Africa,5510,Production,397,Cucumbers and gherkins,2016,2016,tonnes,10427,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5101,Eastern Africa,5510,Production,397,Cucumbers and gherkins,2017,2017,tonnes,46399,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5101,Eastern Africa,5510,Production,397,Cucumbers and gherkins,2018,2018,tonnes,41531,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5101,Eastern Africa,5510,Production,397,Cucumbers and gherkins,2019,2019,tonnes,36143,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5101,Eastern Africa,5510,Production,550,Currants,2016,2016,tonnes,405,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5101,Eastern Africa,5510,Production,550,Currants,2017,2017,tonnes,414,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5101,Eastern Africa,5510,Production,550,Currants,2018,2018,tonnes,421,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5101,Eastern Africa,5510,Production,550,Currants,2019,2019,tonnes,428,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5101,Eastern Africa,5312,Area harvested,577,Dates,2016,2016,ha,3149,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5101,Eastern Africa,5312,Area harvested,577,Dates,2017,2017,ha,3163,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5101,Eastern Africa,5312,Area harvested,577,Dates,2018,2018,ha,3177,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5101,Eastern Africa,5312,Area harvested,577,Dates,2019,2019,ha,3191,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5101,Eastern Africa,5419,Yield,577,Dates,2016,2016,hg/ha,47063,Fc,Calculated data
QC,Crops,5101,Eastern Africa,5419,Yield,577,Dates,2017,2017,hg/ha,47455,Fc,Calculated data
QC,Crops,5101,Eastern Africa,5419,Yield,577,Dates,2018,2018,hg/ha,47825,Fc,Calculated data
QC,Crops,5101,Eastern Africa,5419,Yield,577,Dates,2019,2019,hg/ha,48211,Fc,Calculated data
QC,Crops,5101,Eastern Africa,5510,Production,577,Dates,2016,2016,tonnes,14820,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5101,Eastern Africa,5510,Production,577,Dates,2017,2017,tonnes,15010,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5101,Eastern Africa,5510,Production,577,Dates,2018,2018,tonnes,15194,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5101,Eastern Africa,5510,Production,577,Dates,2019,2019,tonnes,15384,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5101,Eastern Africa,5312,Area harvested,399,Eggplants (aubergines),2016,2016,ha,6878,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5101,Eastern Africa,5312,Area harvested,399,Eggplants (aubergines),2017,2017,ha,7664,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5101,Eastern Africa,5312,Area harvested,399,Eggplants (aubergines),2018,2018,ha,6436,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5101,Eastern Africa,5312,Area harvested,399,Eggplants (aubergines),2019,2019,ha,6956,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5101,Eastern Africa,5419,Yield,399,Eggplants (aubergines),2016,2016,hg/ha,39936,Fc,Calculated data
QC,Crops,5101,Eastern Africa,5419,Yield,399,Eggplants (aubergines),2017,2017,hg/ha,67611,Fc,Calculated data
QC,Crops,5101,Eastern Africa,5419,Yield,399,Eggplants (aubergines),2018,2018,hg/ha,82141,Fc,Calculated data
QC,Crops,5101,Eastern Africa,5419,Yield,399,Eggplants (aubergines),2019,2019,hg/ha,91233,Fc,Calculated data
QC,Crops,5101,Eastern Africa,5510,Production,399,Eggplants (aubergines),2016,2016,tonnes,27468,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5101,Eastern Africa,5510,Production,399,Eggplants (aubergines),2017,2017,tonnes,51817,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5101,Eastern Africa,5510,Production,399,Eggplants (aubergines),2018,2018,tonnes,52866,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5101,Eastern Africa,5510,Production,399,Eggplants (aubergines),2019,2019,tonnes,63462,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5101,Eastern Africa,5312,Area harvested,821,Fibre crops nes,2016,2016,ha,335690,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5101,Eastern Africa,5312,Area harvested,821,Fibre crops nes,2017,2017,ha,340614,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5101,Eastern Africa,5312,Area harvested,821,Fibre crops nes,2018,2018,ha,345645,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5101,Eastern Africa,5312,Area harvested,821,Fibre crops nes,2019,2019,ha,350743,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5101,Eastern Africa,5419,Yield,821,Fibre crops nes,2016,2016,hg/ha,1084,Fc,Calculated data
QC,Crops,5101,Eastern Africa,5419,Yield,821,Fibre crops nes,2017,2017,hg/ha,1068,Fc,Calculated data
QC,Crops,5101,Eastern Africa,5419,Yield,821,Fibre crops nes,2018,2018,hg/ha,1052,Fc,Calculated data
QC,Crops,5101,Eastern Africa,5419,Yield,821,Fibre crops nes,2019,2019,hg/ha,1036,Fc,Calculated data
QC,Crops,5101,Eastern Africa,5510,Production,821,Fibre crops nes,2016,2016,tonnes,36403,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5101,Eastern Africa,5510,Production,821,Fibre crops nes,2017,2017,tonnes,36385,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5101,Eastern Africa,5510,Production,821,Fibre crops nes,2018,2018,tonnes,36365,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5101,Eastern Africa,5510,Production,821,Fibre crops nes,2019,2019,tonnes,36348,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5101,Eastern Africa,5312,Area harvested,512,"Fruit, citrus nes",2016,2016,ha,29505,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5101,Eastern Africa,5312,Area harvested,512,"Fruit, citrus nes",2017,2017,ha,30084,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5101,Eastern Africa,5312,Area harvested,512,"Fruit, citrus nes",2018,2018,ha,30746,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5101,Eastern Africa,5312,Area harvested,512,"Fruit, citrus nes",2019,2019,ha,31504,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5101,Eastern Africa,5419,Yield,512,"Fruit, citrus nes",2016,2016,hg/ha,47601,Fc,Calculated data
QC,Crops,5101,Eastern Africa,5419,Yield,512,"Fruit, citrus nes",2017,2017,hg/ha,46080,Fc,Calculated data
QC,Crops,5101,Eastern Africa,5419,Yield,512,"Fruit, citrus nes",2018,2018,hg/ha,44508,Fc,Calculated data
QC,Crops,5101,Eastern Africa,5419,Yield,512,"Fruit, citrus nes",2019,2019,hg/ha,42884,Fc,Calculated data
QC,Crops,5101,Eastern Africa,5510,Production,512,"Fruit, citrus nes",2016,2016,tonnes,140448,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5101,Eastern Africa,5510,Production,512,"Fruit, citrus nes",2017,2017,tonnes,138627,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5101,Eastern Africa,5510,Production,512,"Fruit, citrus nes",2018,2018,tonnes,136845,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5101,Eastern Africa,5510,Production,512,"Fruit, citrus nes",2019,2019,tonnes,135101,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5101,Eastern Africa,5312,Area harvested,619,"Fruit, fresh nes",2016,2016,ha,268598,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5101,Eastern Africa,5312,Area harvested,619,"Fruit, fresh nes",2017,2017,ha,270820,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5101,Eastern Africa,5312,Area harvested,619,"Fruit, fresh nes",2018,2018,ha,273825,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5101,Eastern Africa,5312,Area harvested,619,"Fruit, fresh nes",2019,2019,ha,280348,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5101,Eastern Africa,5419,Yield,619,"Fruit, fresh nes",2016,2016,hg/ha,62290,Fc,Calculated data
QC,Crops,5101,Eastern Africa,5419,Yield,619,"Fruit, fresh nes",2017,2017,hg/ha,62020,Fc,Calculated data
QC,Crops,5101,Eastern Africa,5419,Yield,619,"Fruit, fresh nes",2018,2018,hg/ha,61822,Fc,Calculated data
QC,Crops,5101,Eastern Africa,5419,Yield,619,"Fruit, fresh nes",2019,2019,hg/ha,61670,Fc,Calculated data
QC,Crops,5101,Eastern Africa,5510,Production,619,"Fruit, fresh nes",2016,2016,tonnes,1673108,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5101,Eastern Africa,5510,Production,619,"Fruit, fresh nes",2017,2017,tonnes,1679629,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5101,Eastern Africa,5510,Production,619,"Fruit, fresh nes",2018,2018,tonnes,1692831,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5101,Eastern Africa,5510,Production,619,"Fruit, fresh nes",2019,2019,tonnes,1728893,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5101,Eastern Africa,5312,Area harvested,541,"Fruit, stone nes",2016,2016,ha,15,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5101,Eastern Africa,5312,Area harvested,541,"Fruit, stone nes",2017,2017,ha,15,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5101,Eastern Africa,5312,Area harvested,541,"Fruit, stone nes",2018,2018,ha,15,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5101,Eastern Africa,5312,Area harvested,541,"Fruit, stone nes",2019,2019,ha,15,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5101,Eastern Africa,5419,Yield,541,"Fruit, stone nes",2016,2016,hg/ha,54000,Fc,Calculated data
QC,Crops,5101,Eastern Africa,5419,Yield,541,"Fruit, stone nes",2017,2017,hg/ha,54667,Fc,Calculated data
QC,Crops,5101,Eastern Africa,5419,Yield,541,"Fruit, stone nes",2018,2018,hg/ha,56000,Fc,Calculated data
QC,Crops,5101,Eastern Africa,5419,Yield,541,"Fruit, stone nes",2019,2019,hg/ha,56667,Fc,Calculated data
QC,Crops,5101,Eastern Africa,5510,Production,541,"Fruit, stone nes",2016,2016,tonnes,81,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5101,Eastern Africa,5510,Production,541,"Fruit, stone nes",2017,2017,tonnes,82,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5101,Eastern Africa,5510,Production,541,"Fruit, stone nes",2018,2018,tonnes,84,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5101,Eastern Africa,5510,Production,541,"Fruit, stone nes",2019,2019,tonnes,85,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5101,Eastern Africa,5312,Area harvested,603,"Fruit, tropical fresh nes",2016,2016,ha,130929,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5101,Eastern Africa,5312,Area harvested,603,"Fruit, tropical fresh nes",2017,2017,ha,133238,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5101,Eastern Africa,5312,Area harvested,603,"Fruit, tropical fresh nes",2018,2018,ha,135701,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5101,Eastern Africa,5312,Area harvested,603,"Fruit, tropical fresh nes",2019,2019,ha,138205,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5101,Eastern Africa,5419,Yield,603,"Fruit, tropical fresh nes",2016,2016,hg/ha,45611,Fc,Calculated data
QC,Crops,5101,Eastern Africa,5419,Yield,603,"Fruit, tropical fresh nes",2017,2017,hg/ha,45571,Fc,Calculated data
QC,Crops,5101,Eastern Africa,5419,Yield,603,"Fruit, tropical fresh nes",2018,2018,hg/ha,45648,Fc,Calculated data
QC,Crops,5101,Eastern Africa,5419,Yield,603,"Fruit, tropical fresh nes",2019,2019,hg/ha,45728,Fc,Calculated data
QC,Crops,5101,Eastern Africa,5510,Production,603,"Fruit, tropical fresh nes",2016,2016,tonnes,597174,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5101,Eastern Africa,5510,Production,603,"Fruit, tropical fresh nes",2017,2017,tonnes,607181,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5101,Eastern Africa,5510,Production,603,"Fruit, tropical fresh nes",2018,2018,tonnes,619454,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5101,Eastern Africa,5510,Production,603,"Fruit, tropical fresh nes",2019,2019,tonnes,631988,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5101,Eastern Africa,5312,Area harvested,406,Garlic,2016,2016,ha,17770,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5101,Eastern Africa,5312,Area harvested,406,Garlic,2017,2017,ha,22041,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5101,Eastern Africa,5312,Area harvested,406,Garlic,2018,2018,ha,24543,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5101,Eastern Africa,5312,Area harvested,406,Garlic,2019,2019,ha,21299,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5101,Eastern Africa,5419,Yield,406,Garlic,2016,2016,hg/ha,84172,Fc,Calculated data
QC,Crops,5101,Eastern Africa,5419,Yield,406,Garlic,2017,2017,hg/ha,86231,Fc,Calculated data
QC,Crops,5101,Eastern Africa,5419,Yield,406,Garlic,2018,2018,hg/ha,84488,Fc,Calculated data
QC,Crops,5101,Eastern Africa,5419,Yield,406,Garlic,2019,2019,hg/ha,77439,Fc,Calculated data
QC,Crops,5101,Eastern Africa,5510,Production,406,Garlic,2016,2016,tonnes,149574,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5101,Eastern Africa,5510,Production,406,Garlic,2017,2017,tonnes,190062,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5101,Eastern Africa,5510,Production,406,Garlic,2018,2018,tonnes,207359,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5101,Eastern Africa,5510,Production,406,Garlic,2019,2019,tonnes,164937,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5101,Eastern Africa,5312,Area harvested,720,Ginger,2016,2016,ha,3998,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5101,Eastern Africa,5312,Area harvested,720,Ginger,2017,2017,ha,4087,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5101,Eastern Africa,5312,Area harvested,720,Ginger,2018,2018,ha,4185,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5101,Eastern Africa,5312,Area harvested,720,Ginger,2019,2019,ha,4329,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5101,Eastern Africa,5419,Yield,720,Ginger,2016,2016,hg/ha,30998,Fc,Calculated data
QC,Crops,5101,Eastern Africa,5419,Yield,720,Ginger,2017,2017,hg/ha,30049,Fc,Calculated data
QC,Crops,5101,Eastern Africa,5419,Yield,720,Ginger,2018,2018,hg/ha,29221,Fc,Calculated data
QC,Crops,5101,Eastern Africa,5419,Yield,720,Ginger,2019,2019,hg/ha,29314,Fc,Calculated data
QC,Crops,5101,Eastern Africa,5510,Production,720,Ginger,2016,2016,tonnes,12393,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5101,Eastern Africa,5510,Production,720,Ginger,2017,2017,tonnes,12281,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5101,Eastern Africa,5510,Production,720,Ginger,2018,2018,tonnes,12229,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5101,Eastern Africa,5510,Production,720,Ginger,2019,2019,tonnes,12690,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5101,Eastern Africa,5312,Area harvested,507,Grapefruit (inc. pomelos),2016,2016,ha,6514,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5101,Eastern Africa,5312,Area harvested,507,Grapefruit (inc. pomelos),2017,2017,ha,6633,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5101,Eastern Africa,5312,Area harvested,507,Grapefruit (inc. pomelos),2018,2018,ha,6787,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5101,Eastern Africa,5312,Area harvested,507,Grapefruit (inc. pomelos),2019,2019,ha,6916,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5101,Eastern Africa,5419,Yield,507,Grapefruit (inc. pomelos),2016,2016,hg/ha,60120,Fc,Calculated data
QC,Crops,5101,Eastern Africa,5419,Yield,507,Grapefruit (inc. pomelos),2017,2017,hg/ha,58827,Fc,Calculated data
QC,Crops,5101,Eastern Africa,5419,Yield,507,Grapefruit (inc. pomelos),2018,2018,hg/ha,58211,Fc,Calculated data
QC,Crops,5101,Eastern Africa,5419,Yield,507,Grapefruit (inc. pomelos),2019,2019,hg/ha,56683,Fc,Calculated data
QC,Crops,5101,Eastern Africa,5510,Production,507,Grapefruit (inc. pomelos),2016,2016,tonnes,39162,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5101,Eastern Africa,5510,Production,507,Grapefruit (inc. pomelos),2017,2017,tonnes,39020,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5101,Eastern Africa,5510,Production,507,Grapefruit (inc. pomelos),2018,2018,tonnes,39508,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5101,Eastern Africa,5510,Production,507,Grapefruit (inc. pomelos),2019,2019,tonnes,39202,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5101,Eastern Africa,5312,Area harvested,560,Grapes,2016,2016,ha,6606,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5101,Eastern Africa,5312,Area harvested,560,Grapes,2017,2017,ha,6880,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5101,Eastern Africa,5312,Area harvested,560,Grapes,2018,2018,ha,7349,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5101,Eastern Africa,5312,Area harvested,560,Grapes,2019,2019,ha,8001,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5101,Eastern Africa,5419,Yield,560,Grapes,2016,2016,hg/ha,37728,Fc,Calculated data
QC,Crops,5101,Eastern Africa,5419,Yield,560,Grapes,2017,2017,hg/ha,35891,Fc,Calculated data
QC,Crops,5101,Eastern Africa,5419,Yield,560,Grapes,2018,2018,hg/ha,33564,Fc,Calculated data
QC,Crops,5101,Eastern Africa,5419,Yield,560,Grapes,2019,2019,hg/ha,30780,Fc,Calculated data
QC,Crops,5101,Eastern Africa,5510,Production,560,Grapes,2016,2016,tonnes,24923,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5101,Eastern Africa,5510,Production,560,Grapes,2017,2017,tonnes,24693,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5101,Eastern Africa,5510,Production,560,Grapes,2018,2018,tonnes,24666,A,"Aggregate, may include official, semi-official, estimated or calculated data"
