Domain,Area,Element,Crop,Year,Unit,Value
Crops,Somalia,Area harvested,Watermelons,2017,ha,707
Crops,Somalia,Area harvested,Watermelons,2018,ha,703
Crops,Somalia,Area harvested,Watermelons,2019,ha,699
Crops,Somalia,Area harvested,Wheat,2016,ha,2588
Crops,Somalia,Area harvested,Wheat,2017,ha,2589
Crops,Somalia,Area harvested,Wheat,2018,ha,2591
Crops,Somalia,Area harvested,Wheat,2019,ha,2593
Crops,South Sudan,Area harvested,Bananas,2016,ha,
Crops,South Sudan,Area harvested,Bananas,2017,ha,
Crops,South Sudan,Area harvested,Bananas,2018,ha,
Crops,South Sudan,Area harvested,Bananas,2019,ha,
Crops,South Sudan,Area harvested,"Beans, dry",2016,ha,818
Crops,South Sudan,Area harvested,"Beans, dry",2017,ha,488
Crops,South Sudan,Area harvested,"Beans, dry",2018,ha,200
Crops,South Sudan,Area harvested,"Beans, dry",2019,ha,42
Crops,South Sudan,Area harvested,"Beans, green",2016,ha,264
Crops,South Sudan,Area harvested,"Beans, green",2017,ha,255
Crops,South Sudan,Area harvested,"Beans, green",2018,ha,270
Crops,South Sudan,Area harvested,"Beans, green",2019,ha,285
Crops,South Sudan,Area harvested,Cabbages and other brassicas,2016,ha,
Crops,South Sudan,Area harvested,Cabbages and other brassicas,2017,ha,
Crops,South Sudan,Area harvested,Cabbages and other brassicas,2018,ha,
Crops,South Sudan,Area harvested,Cabbages and other brassicas,2019,ha,
Crops,South Sudan,Area harvested,Carrots and turnips,2016,ha,
Crops,South Sudan,Area harvested,Carrots and turnips,2017,ha,
Crops,South Sudan,Area harvested,Carrots and turnips,2018,ha,
Crops,South Sudan,Area harvested,Carrots and turnips,2019,ha,
Crops,South Sudan,Area harvested,Cassava,2016,ha,85000
Crops,South Sudan,Area harvested,Cassava,2017,ha,87000
Crops,South Sudan,Area harvested,Cassava,2018,ha,80442
Crops,South Sudan,Area harvested,Cassava,2019,ha,63944
Crops,South Sudan,Area harvested,Castor oil seed,2016,ha,
Crops,South Sudan,Area harvested,Castor oil seed,2017,ha,
Crops,South Sudan,Area harvested,Castor oil seed,2018,ha,
Crops,South Sudan,Area harvested,Castor oil seed,2019,ha,
Crops,South Sudan,Area harvested,Cauliflowers and broccoli,2016,ha,
Crops,South Sudan,Area harvested,Cauliflowers and broccoli,2017,ha,
Crops,South Sudan,Area harvested,Cauliflowers and broccoli,2018,ha,
Crops,South Sudan,Area harvested,Cauliflowers and broccoli,2019,ha,
Crops,South Sudan,Area harvested,Chick peas,2016,ha,
Crops,South Sudan,Area harvested,Chick peas,2017,ha,
Crops,South Sudan,Area harvested,Chick peas,2018,ha,
Crops,South Sudan,Area harvested,Chick peas,2019,ha,
Crops,South Sudan,Area harvested,"Chillies and peppers, dry",2016,ha,4309
Crops,South Sudan,Area harvested,"Chillies and peppers, dry",2017,ha,4499
Crops,South Sudan,Area harvested,"Chillies and peppers, dry",2018,ha,4892
Crops,South Sudan,Area harvested,"Chillies and peppers, dry",2019,ha,5292
Crops,South Sudan,Area harvested,"Chillies and peppers, green",2016,ha,
Crops,South Sudan,Area harvested,"Chillies and peppers, green",2017,ha,
Crops,South Sudan,Area harvested,"Chillies and peppers, green",2018,ha,
Crops,South Sudan,Area harvested,"Chillies and peppers, green",2019,ha,
Crops,South Sudan,Area harvested,"Cow peas, dry",2016,ha,
Crops,South Sudan,Area harvested,"Cow peas, dry",2017,ha,
Crops,South Sudan,Area harvested,"Cow peas, dry",2018,ha,
Crops,South Sudan,Area harvested,"Cow peas, dry",2019,ha,
Crops,South Sudan,Area harvested,"Fruit, tropical fresh nes",2016,ha,13007
Crops,South Sudan,Area harvested,"Fruit, tropical fresh nes",2017,ha,13631
Crops,South Sudan,Area harvested,"Fruit, tropical fresh nes",2018,ha,14433
Crops,South Sudan,Area harvested,"Fruit, tropical fresh nes",2019,ha,15214
Crops,South Sudan,Area harvested,Garlic,2016,ha,
Crops,South Sudan,Area harvested,Garlic,2017,ha,
Crops,South Sudan,Area harvested,Garlic,2018,ha,
Crops,South Sudan,Area harvested,Garlic,2019,ha,
Crops,South Sudan,Area harvested,"Groundnuts, with shell",2016,ha,123143
Crops,South Sudan,Area harvested,"Groundnuts, with shell",2017,ha,113505
Crops,South Sudan,Area harvested,"Groundnuts, with shell",2018,ha,115880
Crops,South Sudan,Area harvested,"Groundnuts, with shell",2019,ha,116441
Crops,South Sudan,Area harvested,Lemons and limes,2016,ha,
Crops,South Sudan,Area harvested,Lemons and limes,2017,ha,
Crops,South Sudan,Area harvested,Lemons and limes,2018,ha,
Crops,South Sudan,Area harvested,Lemons and limes,2019,ha,
Crops,South Sudan,Area harvested,Maize,2016,ha,94327
Crops,South Sudan,Area harvested,Maize,2017,ha,89000
Crops,South Sudan,Area harvested,Maize,2018,ha,79692
Crops,South Sudan,Area harvested,Maize,2019,ha,84083
Crops,South Sudan,Area harvested,"Mangoes, mangosteens, guavas",2016,ha,
Crops,South Sudan,Area harvested,"Mangoes, mangosteens, guavas",2017,ha,
Crops,South Sudan,Area harvested,"Mangoes, mangosteens, guavas",2018,ha,
Crops,South Sudan,Area harvested,"Mangoes, mangosteens, guavas",2019,ha,
Crops,South Sudan,Area harvested,Millet,2016,ha,4868
Crops,South Sudan,Area harvested,Millet,2017,ha,4250
Crops,South Sudan,Area harvested,Millet,2018,ha,3958
Crops,South Sudan,Area harvested,Millet,2019,ha,3703
Crops,South Sudan,Area harvested,"Onions, dry",2016,ha,
Crops,South Sudan,Area harvested,"Onions, dry",2017,ha,
Crops,South Sudan,Area harvested,"Onions, dry",2018,ha,
Crops,South Sudan,Area harvested,"Onions, dry",2019,ha,
Crops,South Sudan,Area harvested,Oranges,2016,ha,
Crops,South Sudan,Area harvested,Oranges,2017,ha,
Crops,South Sudan,Area harvested,Oranges,2018,ha,
Crops,South Sudan,Area harvested,Oranges,2019,ha,
Crops,South Sudan,Area harvested,"Peas, green",2016,ha,
Crops,South Sudan,Area harvested,"Peas, green",2017,ha,
Crops,South Sudan,Area harvested,"Peas, green",2018,ha,
Crops,South Sudan,Area harvested,"Peas, green",2019,ha,
Crops,South Sudan,Area harvested,Pineapples,2016,ha,1301
Crops,South Sudan,Area harvested,Pineapples,2017,ha,1425
Crops,South Sudan,Area harvested,Pineapples,2018,ha,1542
Crops,South Sudan,Area harvested,Pineapples,2019,ha,1658
Crops,South Sudan,Area harvested,Potatoes,2016,ha,
Crops,South Sudan,Area harvested,Potatoes,2017,ha,
Crops,South Sudan,Area harvested,Potatoes,2018,ha,
Crops,South Sudan,Area harvested,Potatoes,2019,ha,
Crops,South Sudan,Area harvested,"Pumpkins, squash and gourds",2016,ha,5036
Crops,South Sudan,Area harvested,"Pumpkins, squash and gourds",2017,ha,5455
Crops,South Sudan,Area harvested,"Pumpkins, squash and gourds",2018,ha,5891
Crops,South Sudan,Area harvested,"Pumpkins, squash and gourds",2019,ha,6324
Crops,South Sudan,Area harvested,"Rice, paddy",2016,ha,
Crops,South Sudan,Area harvested,"Rice, paddy",2017,ha,
Crops,South Sudan,Area harvested,"Rice, paddy",2018,ha,
Crops,South Sudan,Area harvested,"Rice, paddy",2019,ha,
Crops,South Sudan,Area harvested,Seed cotton,2016,ha,
Crops,South Sudan,Area harvested,Seed cotton,2017,ha,
Crops,South Sudan,Area harvested,Seed cotton,2018,ha,
Crops,South Sudan,Area harvested,Seed cotton,2019,ha,
Crops,South Sudan,Area harvested,Sorghum,2016,ha,450308
Crops,South Sudan,Area harvested,Sorghum,2017,ha,451658
Crops,South Sudan,Area harvested,Sorghum,2018,ha,406739
Crops,South Sudan,Area harvested,Sorghum,2019,ha,412942
Crops,South Sudan,Area harvested,Sugar cane,2016,ha,
Crops,South Sudan,Area harvested,Sugar cane,2017,ha,
Crops,South Sudan,Area harvested,Sugar cane,2018,ha,
Crops,South Sudan,Area harvested,Sugar cane,2019,ha,
Crops,South Sudan,Area harvested,Sunflower seed,2016,ha,35461
Crops,South Sudan,Area harvested,Sunflower seed,2017,ha,38426
Crops,South Sudan,Area harvested,Sunflower seed,2018,ha,41317
Crops,South Sudan,Area harvested,Sunflower seed,2019,ha,44141
Crops,South Sudan,Area harvested,Sweet potatoes,2016,ha,
Crops,South Sudan,Area harvested,Sweet potatoes,2017,ha,
Crops,South Sudan,Area harvested,Sweet potatoes,2018,ha,
Crops,South Sudan,Area harvested,Sweet potatoes,2019,ha,
Crops,South Sudan,Area harvested,Tomatoes,2016,ha,
Crops,South Sudan,Area harvested,Tomatoes,2017,ha,
Crops,South Sudan,Area harvested,Tomatoes,2018,ha,
Crops,South Sudan,Area harvested,Tomatoes,2019,ha,
Crops,South Sudan,Area harvested,"Vegetables, fresh nes",2016,ha,62622
Crops,South Sudan,Area harvested,"Vegetables, fresh nes",2017,ha,63738
Crops,South Sudan,Area harvested,"Vegetables, fresh nes",2018,ha,66541
Crops,South Sudan,Area harvested,"Vegetables, fresh nes",2019,ha,69101
Crops,South Sudan,Area harvested,Watermelons,2016,ha,
Crops,South Sudan,Area harvested,Watermelons,2017,ha,
Crops,South Sudan,Area harvested,Watermelons,2018,ha,
Crops,South Sudan,Area harvested,Watermelons,2019,ha,
Crops,South Sudan,Area harvested,Wheat,2016,ha,
Crops,South Sudan,Area harvested,Wheat,2017,ha,
Crops,South Sudan,Area harvested,Wheat,2018,ha,
Crops,South Sudan,Area harvested,Wheat,2019,ha,
Crops,South Sudan,Area harvested,Yams,2016,ha,22896
Crops,South Sudan,Area harvested,Yams,2017,ha,23137
Crops,South Sudan,Area harvested,Yams,2018,ha,24164
Crops,South Sudan,Area harvested,Yams,2019,ha,25188
Crops,Uganda,Area harvested,Bananas,2016,ha,132523
Crops,Uganda,Area harvested,Bananas,2017,ha,131761
Crops,Uganda,Area harvested,Bananas,2018,ha,130995
Crops,Uganda,Area harvested,Bananas,2019,ha,130224
Crops,Uganda,Area harvested,"Beans, dry",2016,ha,484689
Crops,Uganda,Area harvested,"Beans, dry",2017,ha,600930
Crops,Uganda,Area harvested,"Beans, dry",2018,ha,534086
Crops,Uganda,Area harvested,"Beans, dry",2019,ha,539660
Crops,Uganda,Area harvested,Cassava,2016,ha,1014048
Crops,Uganda,Area harvested,Cassava,2017,ha,1143001
Crops,Uganda,Area harvested,Cassava,2018,ha,1217875
Crops,Uganda,Area harvested,Cassava,2019,ha,1255107
Crops,Uganda,Area harvested,Castor oil seed,2016,ha,3000
Crops,Uganda,Area harvested,Castor oil seed,2017,ha,3000
Crops,Uganda,Area harvested,Castor oil seed,2018,ha,3000
Crops,Uganda,Area harvested,Castor oil seed,2019,ha,3044
Crops,Uganda,Area harvested,Chick peas,2016,ha,8496
Crops,Uganda,Area harvested,Chick peas,2017,ha,8595
Crops,Uganda,Area harvested,Chick peas,2018,ha,8692
Crops,Uganda,Area harvested,Chick peas,2019,ha,8787
Crops,Uganda,Area harvested,"Chillies and peppers, dry",2016,ha,2967
Crops,Uganda,Area harvested,"Chillies and peppers, dry",2017,ha,2898
Crops,Uganda,Area harvested,"Chillies and peppers, dry",2018,ha,2832
Crops,Uganda,Area harvested,"Chillies and peppers, dry",2019,ha,2768
Crops,Uganda,Area harvested,"Cocoa, beans",2016,ha,72750
Crops,Uganda,Area harvested,"Cocoa, beans",2017,ha,73978
Crops,Uganda,Area harvested,"Cocoa, beans",2018,ha,72935
Crops,Uganda,Area harvested,"Cocoa, beans",2019,ha,72369
Crops,Uganda,Area harvested,"Cow peas, dry",2016,ha,23183
Crops,Uganda,Area harvested,"Cow peas, dry",2017,ha,29808
Crops,Uganda,Area harvested,"Cow peas, dry",2018,ha,31004
Crops,Uganda,Area harvested,"Cow peas, dry",2019,ha,33350
Crops,Uganda,Area harvested,Ginger,2016,ha,46
Crops,Uganda,Area harvested,Ginger,2017,ha,45
Crops,Uganda,Area harvested,Ginger,2018,ha,45
Crops,Uganda,Area harvested,Ginger,2019,ha,45
Crops,Uganda,Area harvested,"Groundnuts, with shell",2016,ha,423000
Crops,Uganda,Area harvested,"Groundnuts, with shell",2017,ha,424000
Crops,Uganda,Area harvested,"Groundnuts, with shell",2018,ha,286000
Crops,Uganda,Area harvested,"Groundnuts, with shell",2019,ha,320000
Crops,Uganda,Area harvested,Maize,2016,ha,960555
Crops,Uganda,Area harvested,Maize,2017,ha,1010692
Crops,Uganda,Area harvested,Maize,2018,ha,1041993
Crops,Uganda,Area harvested,Maize,2019,ha,951081
Crops,Uganda,Area harvested,Millet,2016,ha,138104
Crops,Uganda,Area harvested,Millet,2017,ha,149344
Crops,Uganda,Area harvested,Millet,2018,ha,169641
Crops,Uganda,Area harvested,Millet,2019,ha,173417
Crops,Uganda,Area harvested,"Onions, dry",2016,ha,85657
Crops,Uganda,Area harvested,"Onions, dry",2017,ha,88411
Crops,Uganda,Area harvested,"Onions, dry",2018,ha,91165
Crops,Uganda,Area harvested,"Onions, dry",2019,ha,93918
Crops,Uganda,Area harvested,"Peas, dry",2016,ha,25434
Crops,Uganda,Area harvested,"Peas, dry",2017,ha,25508
Crops,Uganda,Area harvested,"Peas, dry",2018,ha,23148
Crops,Uganda,Area harvested,"Peas, dry",2019,ha,25506
Crops,Uganda,Area harvested,Pineapples,2016,ha,434
Crops,Uganda,Area harvested,Pineapples,2017,ha,450
Crops,Uganda,Area harvested,Pineapples,2018,ha,465
Crops,Uganda,Area harvested,Pineapples,2019,ha,481
Crops,Uganda,Area harvested,Potatoes,2016,ha,39029
Crops,Uganda,Area harvested,Potatoes,2017,ha,39300
Crops,Uganda,Area harvested,Potatoes,2018,ha,41728
Crops,Uganda,Area harvested,Potatoes,2019,ha,43953
Crops,Uganda,Area harvested,"Rice, paddy",2016,ha,84188
Crops,Uganda,Area harvested,"Rice, paddy",2017,ha,89708
Crops,Uganda,Area harvested,"Rice, paddy",2018,ha,88796
Crops,Uganda,Area harvested,"Rice, paddy",2019,ha,77398
Crops,Uganda,Area harvested,Seed cotton,2016,ha,74000
Crops,Uganda,Area harvested,Seed cotton,2017,ha,96000
Crops,Uganda,Area harvested,Seed cotton,2018,ha,80000
Crops,Uganda,Area harvested,Seed cotton,2019,ha,90000
Crops,Uganda,Area harvested,Sisal,2016,ha,2
Crops,Uganda,Area harvested,Sisal,2017,ha,2
Crops,Uganda,Area harvested,Sisal,2018,ha,2
Crops,Uganda,Area harvested,Sisal,2019,ha,2
Crops,Uganda,Area harvested,Sorghum,2016,ha,337366
Crops,Uganda,Area harvested,Sorghum,2017,ha,448050
Crops,Uganda,Area harvested,Sorghum,2018,ha,422521
Crops,Uganda,Area harvested,Sorghum,2019,ha,470083
Crops,Uganda,Area harvested,Soybeans,2016,ha,47000
Crops,Uganda,Area harvested,Soybeans,2017,ha,47000
Crops,Uganda,Area harvested,Soybeans,2018,ha,47000
Crops,Uganda,Area harvested,Soybeans,2019,ha,48000
Crops,Uganda,Area harvested,Sugar cane,2016,ha,47778
Crops,Uganda,Area harvested,Sugar cane,2017,ha,57949
Crops,Uganda,Area harvested,Sugar cane,2018,ha,68134
Crops,Uganda,Area harvested,Sugar cane,2019,ha,70964
Crops,Uganda,Area harvested,Sunflower seed,2016,ha,250000
Crops,Uganda,Area harvested,Sunflower seed,2017,ha,256000
Crops,Uganda,Area harvested,Sunflower seed,2018,ha,272000
Crops,Uganda,Area harvested,Sunflower seed,2019,ha,265000
Crops,Uganda,Area harvested,Sweet potatoes,2016,ha,433753
Crops,Uganda,Area harvested,Sweet potatoes,2017,ha,456893
Crops,Uganda,Area harvested,Sweet potatoes,2018,ha,464802
Crops,Uganda,Area harvested,Sweet potatoes,2019,ha,463568
Crops,Uganda,Area harvested,Tea,2016,ha,19210
Crops,Uganda,Area harvested,Tea,2017,ha,24397
Crops,Uganda,Area harvested,Tea,2018,ha,34782
Crops,Uganda,Area harvested,Tea,2019,ha,35613
Crops,Uganda,Area harvested,Tomatoes,2016,ha,7110
Crops,Uganda,Area harvested,Tomatoes,2017,ha,7484
Crops,Uganda,Area harvested,Tomatoes,2018,ha,7861
Crops,Uganda,Area harvested,Tomatoes,2019,ha,8243
Crops,Uganda,Area harvested,"Vegetables, fresh nes",2016,ha,165506
Crops,Uganda,Area harvested,"Vegetables, fresh nes",2017,ha,173541
Crops,Uganda,Area harvested,"Vegetables, fresh nes",2018,ha,181583
Crops,Uganda,Area harvested,"Vegetables, fresh nes",2019,ha,189631
Crops,Uganda,Area harvested,Wheat,2016,ha,14042
Crops,Uganda,Area harvested,Wheat,2017,ha,14124
Crops,Uganda,Area harvested,Wheat,2018,ha,14894
Crops,Uganda,Area harvested,Wheat,2019,ha,15215
Crops,United Republic of Tanzania,Area harvested,Bananas,2016,ha,410882
Crops,United Republic of Tanzania,Area harvested,Bananas,2017,ha,440797
Crops,United Republic of Tanzania,Area harvested,Bananas,2018,ha,281486
Crops,United Republic of Tanzania,Area harvested,Bananas,2019,ha,302758
Crops,United Republic of Tanzania,Area harvested,Barley,2016,ha,7931
Crops,United Republic of Tanzania,Area harvested,Barley,2017,ha,8575
Crops,United Republic of Tanzania,Area harvested,Barley,2018,ha,11857
Crops,United Republic of Tanzania,Area harvested,Barley,2019,ha,10401
Crops,United Republic of Tanzania,Area harvested,"Beans, dry",2016,ha,1041127
Crops,United Republic of Tanzania,Area harvested,"Beans, dry",2017,ha,1119826
Crops,United Republic of Tanzania,Area harvested,"Beans, dry",2018,ha,896646
Crops,United Republic of Tanzania,Area harvested,"Beans, dry",2019,ha,893570
Crops,United Republic of Tanzania,Area harvested,"Beans, green",2016,ha,1163
Crops,United Republic of Tanzania,Area harvested,"Beans, green",2017,ha,1208
Crops,United Republic of Tanzania,Area harvested,"Beans, green",2018,ha,1250
Crops,United Republic of Tanzania,Area harvested,"Beans, green",2019,ha,1292
Crops,United Republic of Tanzania,Area harvested,Cabbages and other brassicas,2016,ha,7461
Crops,United Republic of Tanzania,Area harvested,Cabbages and other brassicas,2017,ha,7755
Crops,United Republic of Tanzania,Area harvested,Cabbages and other brassicas,2018,ha,7985
Crops,United Republic of Tanzania,Area harvested,Cabbages and other brassicas,2019,ha,8170
Crops,United Republic of Tanzania,Area harvested,"Cashew nuts, with shell",2016,ha,377780
Crops,United Republic of Tanzania,Area harvested,"Cashew nuts, with shell",2017,ha,510500
Crops,United Republic of Tanzania,Area harvested,"Cashew nuts, with shell",2018,ha,1222134
Crops,United Republic of Tanzania,Area harvested,"Cashew nuts, with shell",2019,ha,980363
Crops,United Republic of Tanzania,Area harvested,Cassava,2016,ha,1013437
Crops,United Republic of Tanzania,Area harvested,Cassava,2017,ha,1202216
Crops,United Republic of Tanzania,Area harvested,Cassava,2018,ha,983505
Crops,United Republic of Tanzania,Area harvested,Cassava,2019,ha,990835
Crops,United Republic of Tanzania,Area harvested,Castor oil seed,2016,ha,6000
Crops,United Republic of Tanzania,Area harvested,Castor oil seed,2017,ha,6000
Crops,United Republic of Tanzania,Area harvested,Castor oil seed,2018,ha,6000
Crops,United Republic of Tanzania,Area harvested,Castor oil seed,2019,ha,7000
Crops,United Republic of Tanzania,Area harvested,Chick peas,2016,ha,54926
Crops,United Republic of Tanzania,Area harvested,Chick peas,2017,ha,40134
Crops,United Republic of Tanzania,Area harvested,Chick peas,2018,ha,73441
Crops,United Republic of Tanzania,Area harvested,Chick peas,2019,ha,46326
Crops,United Republic of Tanzania,Area harvested,"Chillies and peppers, dry",2016,ha,2858
Crops,United Republic of Tanzania,Area harvested,"Chillies and peppers, dry",2017,ha,2756
Crops,United Republic of Tanzania,Area harvested,"Chillies and peppers, dry",2018,ha,2661
Crops,United Republic of Tanzania,Area harvested,"Chillies and peppers, dry",2019,ha,2573
Crops,United Republic of Tanzania,Area harvested,"Chillies and peppers, green",2016,ha,645
Crops,United Republic of Tanzania,Area harvested,"Chillies and peppers, green",2017,ha,677
Crops,United Republic of Tanzania,Area harvested,"Chillies and peppers, green",2018,ha,708
Crops,United Republic of Tanzania,Area harvested,"Chillies and peppers, green",2019,ha,739
Crops,United Republic of Tanzania,Area harvested,"Cocoa, beans",2016,ha,18401
Crops,United Republic of Tanzania,Area harvested,"Cocoa, beans",2017,ha,18382
Crops,United Republic of Tanzania,Area harvested,"Cocoa, beans",2018,ha,21189
Crops,United Republic of Tanzania,Area harvested,"Cocoa, beans",2019,ha,18346
Crops,United Republic of Tanzania,Area harvested,"Cow peas, dry",2016,ha,175370
Crops,United Republic of Tanzania,Area harvested,"Cow peas, dry",2017,ha,148483
Crops,United Republic of Tanzania,Area harvested,"Cow peas, dry",2018,ha,108045
Crops,United Republic of Tanzania,Area harvested,"Cow peas, dry",2019,ha,112657
Crops,United Republic of Tanzania,Area harvested,"Fruit, citrus nes",2016,ha,15605
Crops,United Republic of Tanzania,Area harvested,"Fruit, citrus nes",2017,ha,16450
Crops,United Republic of Tanzania,Area harvested,"Fruit, citrus nes",2018,ha,17373
Crops,United Republic of Tanzania,Area harvested,"Fruit, citrus nes",2019,ha,18387
Crops,United Republic of Tanzania,Area harvested,"Fruit, tropical fresh nes",2016,ha,19687
Crops,United Republic of Tanzania,Area harvested,"Fruit, tropical fresh nes",2017,ha,19748
Crops,United Republic of Tanzania,Area harvested,"Fruit, tropical fresh nes",2018,ha,19808
Crops,United Republic of Tanzania,Area harvested,"Fruit, tropical fresh nes",2019,ha,19869
Crops,United Republic of Tanzania,Area harvested,Garlic,2016,ha,1729
Crops,United Republic of Tanzania,Area harvested,Garlic,2017,ha,1882
Crops,United Republic of Tanzania,Area harvested,Garlic,2018,ha,2049
Crops,United Republic of Tanzania,Area harvested,Garlic,2019,ha,2234
Crops,United Republic of Tanzania,Area harvested,Ginger,2016,ha,18
Crops,United Republic of Tanzania,Area harvested,Ginger,2017,ha,18
Crops,United Republic of Tanzania,Area harvested,Ginger,2018,ha,18
Crops,United Republic of Tanzania,Area harvested,Ginger,2019,ha,18
Crops,United Republic of Tanzania,Area harvested,Grapes,2016,ha,872
Crops,United Republic of Tanzania,Area harvested,Grapes,2017,ha,775
Crops,United Republic of Tanzania,Area harvested,Grapes,2018,ha,774
Crops,United Republic of Tanzania,Area harvested,Grapes,2019,ha,772
Crops,United Republic of Tanzania,Area harvested,"Groundnuts, with shell",2016,ha,950000
Crops,United Republic of Tanzania,Area harvested,"Groundnuts, with shell",2017,ha,960000
Crops,United Republic of Tanzania,Area harvested,"Groundnuts, with shell",2018,ha,980000
Crops,United Republic of Tanzania,Area harvested,"Groundnuts, with shell",2019,ha,990000
Crops,United Republic of Tanzania,Area harvested,Lemons and limes,2016,ha,1795
Crops,United Republic of Tanzania,Area harvested,Lemons and limes,2017,ha,1761
Crops,United Republic of Tanzania,Area harvested,Lemons and limes,2018,ha,1776
Crops,United Republic of Tanzania,Area harvested,Lemons and limes,2019,ha,1700
Crops,United Republic of Tanzania,Area harvested,Maize,2016,ha,3899749
Crops,United Republic of Tanzania,Area harvested,Maize,2017,ha,3817879
Crops,United Republic of Tanzania,Area harvested,Maize,2018,ha,3546448
Crops,United Republic of Tanzania,Area harvested,Maize,2019,ha,3428630
Crops,United Republic of Tanzania,Area harvested,"Maize, green",2016,ha,15669
Crops,United Republic of Tanzania,Area harvested,"Maize, green",2017,ha,16267
Crops,United Republic of Tanzania,Area harvested,"Maize, green",2018,ha,16869
Crops,United Republic of Tanzania,Area harvested,"Maize, green",2019,ha,17475
Crops,United Republic of Tanzania,Area harvested,"Mangoes, mangosteens, guavas",2016,ha,33411
Crops,United Republic of Tanzania,Area harvested,"Mangoes, mangosteens, guavas",2017,ha,33570
Crops,United Republic of Tanzania,Area harvested,"Mangoes, mangosteens, guavas",2018,ha,33631
Crops,United Republic of Tanzania,Area harvested,"Mangoes, mangosteens, guavas",2019,ha,33748
Crops,United Republic of Tanzania,Area harvested,Millet,2016,ha,318910
Crops,United Republic of Tanzania,Area harvested,Millet,2017,ha,316767
Crops,United Republic of Tanzania,Area harvested,Millet,2018,ha,260536
Crops,United Republic of Tanzania,Area harvested,Millet,2019,ha,269970
Crops,United Republic of Tanzania,Area harvested,Oil palm fruit,2016,ha,5345
Crops,United Republic of Tanzania,Area harvested,Oil palm fruit,2017,ha,5402
Crops,United Republic of Tanzania,Area harvested,Oil palm fruit,2018,ha,5460
Crops,United Republic of Tanzania,Area harvested,Oil palm fruit,2019,ha,5518
Crops,United Republic of Tanzania,Area harvested,"Onions, dry",2016,ha,16806
Crops,United Republic of Tanzania,Area harvested,"Onions, dry",2017,ha,16947
Crops,United Republic of Tanzania,Area harvested,"Onions, dry",2018,ha,17072
Crops,United Republic of Tanzania,Area harvested,"Onions, dry",2019,ha,17181
Crops,United Republic of Tanzania,Area harvested,Oranges,2016,ha,37414
Crops,United Republic of Tanzania,Area harvested,Oranges,2017,ha,37500
Crops,United Republic of Tanzania,Area harvested,Oranges,2018,ha,38192
Crops,United Republic of Tanzania,Area harvested,Oranges,2019,ha,42049
Crops,United Republic of Tanzania,Area harvested,"Peas, dry",2016,ha,70870
Crops,United Republic of Tanzania,Area harvested,"Peas, dry",2017,ha,52603
Crops,United Republic of Tanzania,Area harvested,"Peas, dry",2018,ha,52065
Crops,United Republic of Tanzania,Area harvested,"Peas, dry",2019,ha,55565
Crops,United Republic of Tanzania,Area harvested,"Peas, green",2016,ha,6042
Crops,United Republic of Tanzania,Area harvested,"Peas, green",2017,ha,6855
Crops,United Republic of Tanzania,Area harvested,"Peas, green",2018,ha,7836
Crops,United Republic of Tanzania,Area harvested,"Peas, green",2019,ha,9045
Crops,United Republic of Tanzania,Area harvested,Pineapples,2016,ha,16324
Crops,United Republic of Tanzania,Area harvested,Pineapples,2017,ha,16632
Crops,United Republic of Tanzania,Area harvested,Pineapples,2018,ha,17001
Crops,United Republic of Tanzania,Area harvested,Pineapples,2019,ha,17360
Crops,United Republic of Tanzania,Area harvested,Potatoes,2016,ha,148592
Crops,United Republic of Tanzania,Area harvested,Potatoes,2017,ha,164073
Crops,United Republic of Tanzania,Area harvested,Potatoes,2018,ha,96574
Crops,United Republic of Tanzania,Area harvested,Potatoes,2019,ha,96594
Crops,United Republic of Tanzania,Area harvested,"Pyrethrum, dried",2016,ha,12525
Crops,United Republic of Tanzania,Area harvested,"Pyrethrum, dried",2017,ha,14108
Crops,United Republic of Tanzania,Area harvested,"Pyrethrum, dried",2018,ha,14271
Crops,United Republic of Tanzania,Area harvested,"Pyrethrum, dried",2019,ha,14419
Crops,United Republic of Tanzania,Area harvested,"Rice, paddy",2016,ha,1053504
Crops,United Republic of Tanzania,Area harvested,"Rice, paddy",2017,ha,1097283
Crops,United Republic of Tanzania,Area harvested,"Rice, paddy",2018,ha,1032902
Crops,United Republic of Tanzania,Area harvested,"Rice, paddy",2019,ha,1052547
Crops,United Republic of Tanzania,Area harvested,Seed cotton,2016,ha,320000
Crops,United Republic of Tanzania,Area harvested,Seed cotton,2017,ha,340000
Crops,United Republic of Tanzania,Area harvested,Seed cotton,2018,ha,400000
Crops,United Republic of Tanzania,Area harvested,Seed cotton,2019,ha,420000
Crops,United Republic of Tanzania,Area harvested,Sisal,2016,ha,46511
Crops,United Republic of Tanzania,Area harvested,Sisal,2017,ha,43814
Crops,United Republic of Tanzania,Area harvested,Sisal,2018,ha,43393
Crops,United Republic of Tanzania,Area harvested,Sisal,2019,ha,43220
Crops,United Republic of Tanzania,Area harvested,Sorghum,2016,ha,734482
Crops,United Republic of Tanzania,Area harvested,Sorghum,2017,ha,753708
Crops,United Republic of Tanzania,Area harvested,Sorghum,2018,ha,609567
Crops,United Republic of Tanzania,Area harvested,Sorghum,2019,ha,646868
Crops,United Republic of Tanzania,Area harvested,Soybeans,2016,ha,6584
Crops,United Republic of Tanzania,Area harvested,Soybeans,2017,ha,6015
Crops,United Republic of Tanzania,Area harvested,Soybeans,2018,ha,18883
Crops,United Republic of Tanzania,Area harvested,Soybeans,2019,ha,19133
