Domain,Area,Element,Crop,Year,Unit,Value
Crops,United Republic of Tanzania,Area harvested,Sugar cane,2016,ha,45230
Crops,United Republic of Tanzania,Area harvested,Sugar cane,2017,ha,43779
Crops,United Republic of Tanzania,Area harvested,Sugar cane,2018,ha,44598
Crops,United Republic of Tanzania,Area harvested,Sugar cane,2019,ha,51344
Crops,United Republic of Tanzania,Area harvested,Sunflower seed,2016,ha,930000
Crops,United Republic of Tanzania,Area harvested,Sunflower seed,2017,ha,960000
Crops,United Republic of Tanzania,Area harvested,Sunflower seed,2018,ha,980000
Crops,United Republic of Tanzania,Area harvested,Sunflower seed,2019,ha,1000000
Crops,United Republic of Tanzania,Area harvested,Sweet potatoes,2016,ha,686264
Crops,United Republic of Tanzania,Area harvested,Sweet potatoes,2017,ha,733726
Crops,United Republic of Tanzania,Area harvested,Sweet potatoes,2018,ha,530526
Crops,United Republic of Tanzania,Area harvested,Sweet potatoes,2019,ha,539513
Crops,United Republic of Tanzania,Area harvested,Tea,2016,ha,19093
Crops,United Republic of Tanzania,Area harvested,Tea,2017,ha,19752
Crops,United Republic of Tanzania,Area harvested,Tea,2018,ha,26982
Crops,United Republic of Tanzania,Area harvested,Tea,2019,ha,30320
Crops,United Republic of Tanzania,Area harvested,Tomatoes,2016,ha,37780
Crops,United Republic of Tanzania,Area harvested,Tomatoes,2017,ha,38870
Crops,United Republic of Tanzania,Area harvested,Tomatoes,2018,ha,39880
Crops,United Republic of Tanzania,Area harvested,Tomatoes,2019,ha,40820
Crops,United Republic of Tanzania,Area harvested,"Vegetables, fresh nes",2016,ha,371193
Crops,United Republic of Tanzania,Area harvested,"Vegetables, fresh nes",2017,ha,391985
Crops,United Republic of Tanzania,Area harvested,"Vegetables, fresh nes",2018,ha,413081
Crops,United Republic of Tanzania,Area harvested,"Vegetables, fresh nes",2019,ha,434487
Crops,United Republic of Tanzania,Area harvested,"Vegetables, leguminous nes",2016,ha,2039
Crops,United Republic of Tanzania,Area harvested,"Vegetables, leguminous nes",2017,ha,2216
Crops,United Republic of Tanzania,Area harvested,"Vegetables, leguminous nes",2018,ha,2398
Crops,United Republic of Tanzania,Area harvested,"Vegetables, leguminous nes",2019,ha,2584
Crops,United Republic of Tanzania,Area harvested,Watermelons,2016,ha,3489
Crops,United Republic of Tanzania,Area harvested,Watermelons,2017,ha,3709
Crops,United Republic of Tanzania,Area harvested,Watermelons,2018,ha,3927
Crops,United Republic of Tanzania,Area harvested,Watermelons,2019,ha,4144
Crops,United Republic of Tanzania,Area harvested,Wheat,2016,ha,69186
Crops,United Republic of Tanzania,Area harvested,Wheat,2017,ha,42629
Crops,United Republic of Tanzania,Area harvested,Wheat,2018,ha,51968
Crops,United Republic of Tanzania,Area harvested,Wheat,2019,ha,42177
Crops,United Republic of Tanzania,Area harvested,Yams,2016,ha,1279
Crops,United Republic of Tanzania,Area harvested,Yams,2017,ha,1189
Crops,United Republic of Tanzania,Area harvested,Yams,2018,ha,1210
Crops,United Republic of Tanzania,Area harvested,Yams,2019,ha,1230
Crops,Zambia,Area harvested,Bananas,2016,ha,155
Crops,Zambia,Area harvested,Bananas,2017,ha,152
Crops,Zambia,Area harvested,Bananas,2018,ha,149
Crops,Zambia,Area harvested,Bananas,2019,ha,146
Crops,Zambia,Area harvested,Barley,2016,ha,9534
Crops,Zambia,Area harvested,Barley,2017,ha,10069
Crops,Zambia,Area harvested,Barley,2018,ha,10597
Crops,Zambia,Area harvested,Barley,2019,ha,11117
Crops,Zambia,Area harvested,"Beans, green",2016,ha,
Crops,Zambia,Area harvested,"Beans, green",2017,ha,
Crops,Zambia,Area harvested,"Beans, green",2018,ha,
Crops,Zambia,Area harvested,"Beans, green",2019,ha,
Crops,Zambia,Area harvested,Cabbages and other brassicas,2016,ha,
Crops,Zambia,Area harvested,Cabbages and other brassicas,2017,ha,
Crops,Zambia,Area harvested,Cabbages and other brassicas,2018,ha,
Crops,Zambia,Area harvested,Cabbages and other brassicas,2019,ha,
Crops,Zambia,Area harvested,Cassava,2016,ha,85899
Crops,Zambia,Area harvested,Cassava,2017,ha,107586
Crops,Zambia,Area harvested,Cassava,2018,ha,117716
Crops,Zambia,Area harvested,Cassava,2019,ha,126869
Crops,Zambia,Area harvested,Cauliflowers and broccoli,2016,ha,
Crops,Zambia,Area harvested,Cauliflowers and broccoli,2017,ha,
Crops,Zambia,Area harvested,Cauliflowers and broccoli,2018,ha,
Crops,Zambia,Area harvested,Cauliflowers and broccoli,2019,ha,
Crops,Zambia,Area harvested,"Chillies and peppers, dry",2016,ha,429
Crops,Zambia,Area harvested,"Chillies and peppers, dry",2017,ha,402
Crops,Zambia,Area harvested,"Chillies and peppers, dry",2018,ha,376
Crops,Zambia,Area harvested,"Chillies and peppers, dry",2019,ha,350
Crops,Zambia,Area harvested,"Fruit, citrus nes",2016,ha,
Crops,Zambia,Area harvested,"Fruit, citrus nes",2017,ha,
Crops,Zambia,Area harvested,"Fruit, citrus nes",2018,ha,
Crops,Zambia,Area harvested,"Fruit, citrus nes",2019,ha,
Crops,Zambia,Area harvested,"Fruit, tropical fresh nes",2016,ha,20843
Crops,Zambia,Area harvested,"Fruit, tropical fresh nes",2017,ha,21500
Crops,Zambia,Area harvested,"Fruit, tropical fresh nes",2018,ha,22106
Crops,Zambia,Area harvested,"Fruit, tropical fresh nes",2019,ha,22762
Crops,Zambia,Area harvested,Ginger,2016,ha,
Crops,Zambia,Area harvested,Ginger,2017,ha,
Crops,Zambia,Area harvested,Ginger,2018,ha,
Crops,Zambia,Area harvested,Ginger,2019,ha,
Crops,Zambia,Area harvested,"Groundnuts, with shell",2016,ha,231482
Crops,Zambia,Area harvested,"Groundnuts, with shell",2017,ha,262612
Crops,Zambia,Area harvested,"Groundnuts, with shell",2018,ha,259479
Crops,Zambia,Area harvested,"Groundnuts, with shell",2019,ha,208483
Crops,Zambia,Area harvested,Lemons and limes,2016,ha,
Crops,Zambia,Area harvested,Lemons and limes,2017,ha,
Crops,Zambia,Area harvested,Lemons and limes,2018,ha,
Crops,Zambia,Area harvested,Lemons and limes,2019,ha,
Crops,Zambia,Area harvested,Maize,2016,ha,1157754
Crops,Zambia,Area harvested,Maize,2017,ha,1433944
Crops,Zambia,Area harvested,Maize,2018,ha,1086006
Crops,Zambia,Area harvested,Maize,2019,ha,841693
Crops,Zambia,Area harvested,Millet,2016,ha,47297
Crops,Zambia,Area harvested,Millet,2017,ha,45761
Crops,Zambia,Area harvested,Millet,2018,ha,41463
Crops,Zambia,Area harvested,Millet,2019,ha,28890
Crops,Zambia,Area harvested,"Onions, dry",2016,ha,2500
Crops,Zambia,Area harvested,"Onions, dry",2017,ha,2516
Crops,Zambia,Area harvested,"Onions, dry",2018,ha,2531
Crops,Zambia,Area harvested,"Onions, dry",2019,ha,2547
Crops,Zambia,Area harvested,Oranges,2016,ha,900
Crops,Zambia,Area harvested,Oranges,2017,ha,896
Crops,Zambia,Area harvested,Oranges,2018,ha,892
Crops,Zambia,Area harvested,Oranges,2019,ha,888
Crops,Zambia,Area harvested,"Peas, green",2016,ha,
Crops,Zambia,Area harvested,"Peas, green",2017,ha,
Crops,Zambia,Area harvested,"Peas, green",2018,ha,
Crops,Zambia,Area harvested,"Peas, green",2019,ha,
Crops,Zambia,Area harvested,Potatoes,2016,ha,1304
Crops,Zambia,Area harvested,Potatoes,2017,ha,1004
Crops,Zambia,Area harvested,Potatoes,2018,ha,1809
Crops,Zambia,Area harvested,Potatoes,2019,ha,2016
Crops,Zambia,Area harvested,"Rice, paddy",2016,ha,22087
Crops,Zambia,Area harvested,"Rice, paddy",2017,ha,29575
Crops,Zambia,Area harvested,"Rice, paddy",2018,ha,30297
Crops,Zambia,Area harvested,"Rice, paddy",2019,ha,24576
Crops,Zambia,Area harvested,Seed cotton,2016,ha,129599
Crops,Zambia,Area harvested,Seed cotton,2017,ha,105352
Crops,Zambia,Area harvested,Seed cotton,2018,ha,106881
Crops,Zambia,Area harvested,Seed cotton,2019,ha,88748
Crops,Zambia,Area harvested,Sorghum,2016,ha,26673
Crops,Zambia,Area harvested,Sorghum,2017,ha,27469
Crops,Zambia,Area harvested,Sorghum,2018,ha,20159
Crops,Zambia,Area harvested,Sorghum,2019,ha,8309
Crops,Zambia,Area harvested,Soybeans,2016,ha,137814
Crops,Zambia,Area harvested,Soybeans,2017,ha,225359
Crops,Zambia,Area harvested,Soybeans,2018,ha,191930
Crops,Zambia,Area harvested,Soybeans,2019,ha,196287
Crops,Zambia,Area harvested,Sugar cane,2016,ha,43259
Crops,Zambia,Area harvested,Sugar cane,2017,ha,44734
Crops,Zambia,Area harvested,Sugar cane,2018,ha,44782
Crops,Zambia,Area harvested,Sugar cane,2019,ha,48336
Crops,Zambia,Area harvested,Sunflower seed,2016,ha,115916
Crops,Zambia,Area harvested,Sunflower seed,2017,ha,99384
Crops,Zambia,Area harvested,Sunflower seed,2018,ha,91219
Crops,Zambia,Area harvested,Sunflower seed,2019,ha,62592
Crops,Zambia,Area harvested,Sweet potatoes,2016,ha,66958
Crops,Zambia,Area harvested,Sweet potatoes,2017,ha,54287
Crops,Zambia,Area harvested,Sweet potatoes,2018,ha,58059
Crops,Zambia,Area harvested,Sweet potatoes,2019,ha,27341
Crops,Zambia,Area harvested,Tea,2016,ha,663
Crops,Zambia,Area harvested,Tea,2017,ha,671
Crops,Zambia,Area harvested,Tea,2018,ha,679
Crops,Zambia,Area harvested,Tea,2019,ha,686
Crops,Zambia,Area harvested,Tomatoes,2016,ha,2651
Crops,Zambia,Area harvested,Tomatoes,2017,ha,2654
Crops,Zambia,Area harvested,Tomatoes,2018,ha,2658
Crops,Zambia,Area harvested,Tomatoes,2019,ha,2661
Crops,Zambia,Area harvested,"Vegetables, fresh nes",2016,ha,50578
Crops,Zambia,Area harvested,"Vegetables, fresh nes",2017,ha,51143
Crops,Zambia,Area harvested,"Vegetables, fresh nes",2018,ha,51700
Crops,Zambia,Area harvested,"Vegetables, fresh nes",2019,ha,52249
Crops,Zambia,Area harvested,Wheat,2016,ha,24170
Crops,Zambia,Area harvested,Wheat,2017,ha,26741
Crops,Zambia,Area harvested,Wheat,2018,ha,21675
Crops,Zambia,Area harvested,Wheat,2019,ha,22706
Crops,Zimbabwe,Area harvested,Apples,2016,ha,735
Crops,Zimbabwe,Area harvested,Apples,2017,ha,734
Crops,Zimbabwe,Area harvested,Apples,2018,ha,732
Crops,Zimbabwe,Area harvested,Apples,2019,ha,730
Crops,Zimbabwe,Area harvested,Avocados,2016,ha,310
Crops,Zimbabwe,Area harvested,Avocados,2017,ha,517
Crops,Zimbabwe,Area harvested,Avocados,2018,ha,910
Crops,Zimbabwe,Area harvested,Avocados,2019,ha,1247
Crops,Zimbabwe,Area harvested,Bananas,2016,ha,31093
Crops,Zimbabwe,Area harvested,Bananas,2017,ha,28939
Crops,Zimbabwe,Area harvested,Bananas,2018,ha,22995
Crops,Zimbabwe,Area harvested,Bananas,2019,ha,17680
Crops,Zimbabwe,Area harvested,Barley,2016,ha,9806
Crops,Zimbabwe,Area harvested,Barley,2017,ha,9973
Crops,Zimbabwe,Area harvested,Barley,2018,ha,10129
Crops,Zimbabwe,Area harvested,Barley,2019,ha,10292
Crops,Zimbabwe,Area harvested,"Beans, dry",2016,ha,26702
Crops,Zimbabwe,Area harvested,"Beans, dry",2017,ha,26258
Crops,Zimbabwe,Area harvested,"Beans, dry",2018,ha,27842
Crops,Zimbabwe,Area harvested,"Beans, dry",2019,ha,30067
Crops,Zimbabwe,Area harvested,"Beans, green",2016,ha,968
Crops,Zimbabwe,Area harvested,"Beans, green",2017,ha,1012
Crops,Zimbabwe,Area harvested,"Beans, green",2018,ha,1056
Crops,Zimbabwe,Area harvested,"Beans, green",2019,ha,1099
Crops,Zimbabwe,Area harvested,Cabbages and other brassicas,2016,ha,35
Crops,Zimbabwe,Area harvested,Cabbages and other brassicas,2017,ha,36
Crops,Zimbabwe,Area harvested,Cabbages and other brassicas,2018,ha,37
Crops,Zimbabwe,Area harvested,Cabbages and other brassicas,2019,ha,37
Crops,Zimbabwe,Area harvested,Carrots and turnips,2016,ha,18
Crops,Zimbabwe,Area harvested,Carrots and turnips,2017,ha,18
Crops,Zimbabwe,Area harvested,Carrots and turnips,2018,ha,19
Crops,Zimbabwe,Area harvested,Carrots and turnips,2019,ha,19
Crops,Zimbabwe,Area harvested,Cassava,2016,ha,51752
Crops,Zimbabwe,Area harvested,Cassava,2017,ha,51940
Crops,Zimbabwe,Area harvested,Cassava,2018,ha,52492
Crops,Zimbabwe,Area harvested,Cassava,2019,ha,52988
Crops,Zimbabwe,Area harvested,Cauliflowers and broccoli,2016,ha,15
Crops,Zimbabwe,Area harvested,Cauliflowers and broccoli,2017,ha,14
Crops,Zimbabwe,Area harvested,Cauliflowers and broccoli,2018,ha,13
Crops,Zimbabwe,Area harvested,Cauliflowers and broccoli,2019,ha,12
Crops,Zimbabwe,Area harvested,Chick peas,2016,ha,232
Crops,Zimbabwe,Area harvested,Chick peas,2017,ha,229
Crops,Zimbabwe,Area harvested,Chick peas,2018,ha,226
Crops,Zimbabwe,Area harvested,Chick peas,2019,ha,223
Crops,Zimbabwe,Area harvested,"Chillies and peppers, dry",2016,ha,320
Crops,Zimbabwe,Area harvested,"Chillies and peppers, dry",2017,ha,270
Crops,Zimbabwe,Area harvested,"Chillies and peppers, dry",2018,ha,367
Crops,Zimbabwe,Area harvested,"Chillies and peppers, dry",2019,ha,969
Crops,Zimbabwe,Area harvested,"Cow peas, dry",2016,ha,
Crops,Zimbabwe,Area harvested,"Cow peas, dry",2017,ha,
Crops,Zimbabwe,Area harvested,"Cow peas, dry",2018,ha,
Crops,Zimbabwe,Area harvested,"Cow peas, dry",2019,ha,
Crops,Zimbabwe,Area harvested,"Fruit, citrus nes",2016,ha,114
Crops,Zimbabwe,Area harvested,"Fruit, citrus nes",2017,ha,116
Crops,Zimbabwe,Area harvested,"Fruit, citrus nes",2018,ha,118
Crops,Zimbabwe,Area harvested,"Fruit, citrus nes",2019,ha,120
Crops,Zimbabwe,Area harvested,"Fruit, tropical fresh nes",2016,ha,180
Crops,Zimbabwe,Area harvested,"Fruit, tropical fresh nes",2017,ha,181
Crops,Zimbabwe,Area harvested,"Fruit, tropical fresh nes",2018,ha,183
Crops,Zimbabwe,Area harvested,"Fruit, tropical fresh nes",2019,ha,184
Crops,Zimbabwe,Area harvested,Garlic,2016,ha,46
Crops,Zimbabwe,Area harvested,Garlic,2017,ha,46
Crops,Zimbabwe,Area harvested,Garlic,2018,ha,47
Crops,Zimbabwe,Area harvested,Garlic,2019,ha,48
Crops,Zimbabwe,Area harvested,Grapes,2016,ha,404
Crops,Zimbabwe,Area harvested,Grapes,2017,ha,406
Crops,Zimbabwe,Area harvested,Grapes,2018,ha,408
Crops,Zimbabwe,Area harvested,Grapes,2019,ha,409
Crops,Zimbabwe,Area harvested,"Groundnuts, with shell",2016,ha,185850
Crops,Zimbabwe,Area harvested,"Groundnuts, with shell",2017,ha,199078
Crops,Zimbabwe,Area harvested,"Groundnuts, with shell",2018,ha,205296
Crops,Zimbabwe,Area harvested,"Groundnuts, with shell",2019,ha,192000
Crops,Zimbabwe,Area harvested,"Leeks, other alliaceous vegetables",2016,ha,35
Crops,Zimbabwe,Area harvested,"Leeks, other alliaceous vegetables",2017,ha,36
Crops,Zimbabwe,Area harvested,"Leeks, other alliaceous vegetables",2018,ha,36
Crops,Zimbabwe,Area harvested,"Leeks, other alliaceous vegetables",2019,ha,37
Crops,Zimbabwe,Area harvested,Lemons and limes,2016,ha,2708
Crops,Zimbabwe,Area harvested,Lemons and limes,2017,ha,2746
Crops,Zimbabwe,Area harvested,Lemons and limes,2018,ha,2789
Crops,Zimbabwe,Area harvested,Lemons and limes,2019,ha,2830
Crops,Zimbabwe,Area harvested,Maize,2016,ha,1161997
Crops,Zimbabwe,Area harvested,Maize,2017,ha,1099945
Crops,Zimbabwe,Area harvested,Maize,2018,ha,1155075
Crops,Zimbabwe,Area harvested,Maize,2019,ha,875909
Crops,Zimbabwe,Area harvested,"Maize, green",2016,ha,1837
Crops,Zimbabwe,Area harvested,"Maize, green",2017,ha,1874
Crops,Zimbabwe,Area harvested,"Maize, green",2018,ha,1911
Crops,Zimbabwe,Area harvested,"Maize, green",2019,ha,1947
Crops,Zimbabwe,Area harvested,"Mangoes, mangosteens, guavas",2016,ha,1131
Crops,Zimbabwe,Area harvested,"Mangoes, mangosteens, guavas",2017,ha,1299
Crops,Zimbabwe,Area harvested,"Mangoes, mangosteens, guavas",2018,ha,1580
Crops,Zimbabwe,Area harvested,"Mangoes, mangosteens, guavas",2019,ha,1651
Crops,Zimbabwe,Area harvested,Millet,2016,ha,164355
Crops,Zimbabwe,Area harvested,Millet,2017,ha,138365
Crops,Zimbabwe,Area harvested,Millet,2018,ha,115557
Crops,Zimbabwe,Area harvested,Millet,2019,ha,138032
Crops,Zimbabwe,Area harvested,Oats,2016,ha,277
Crops,Zimbabwe,Area harvested,Oats,2017,ha,274
Crops,Zimbabwe,Area harvested,Oats,2018,ha,271
Crops,Zimbabwe,Area harvested,Oats,2019,ha,268
Crops,Zimbabwe,Area harvested,"Onions, dry",2016,ha,221
Crops,Zimbabwe,Area harvested,"Onions, dry",2017,ha,223
Crops,Zimbabwe,Area harvested,"Onions, dry",2018,ha,226
Crops,Zimbabwe,Area harvested,"Onions, dry",2019,ha,228
Crops,Zimbabwe,Area harvested,Oranges,2016,ha,13353
Crops,Zimbabwe,Area harvested,Oranges,2017,ha,13298
Crops,Zimbabwe,Area harvested,Oranges,2018,ha,13244
Crops,Zimbabwe,Area harvested,Oranges,2019,ha,13191
Crops,Zimbabwe,Area harvested,"Peas, green",2016,ha,36
Crops,Zimbabwe,Area harvested,"Peas, green",2017,ha,1
Crops,Zimbabwe,Area harvested,"Peas, green",2018,ha,0
Crops,Zimbabwe,Area harvested,"Peas, green",2019,ha,2
Crops,Zimbabwe,Area harvested,Pineapples,2016,ha,18
Crops,Zimbabwe,Area harvested,Pineapples,2017,ha,19
Crops,Zimbabwe,Area harvested,Pineapples,2018,ha,19
Crops,Zimbabwe,Area harvested,Pineapples,2019,ha,19
Crops,Zimbabwe,Area harvested,Potatoes,2016,ha,2707
Crops,Zimbabwe,Area harvested,Potatoes,2017,ha,3016
Crops,Zimbabwe,Area harvested,Potatoes,2018,ha,3268
Crops,Zimbabwe,Area harvested,Potatoes,2019,ha,3645
Crops,Zimbabwe,Area harvested,"Rice, paddy",2016,ha,6459
Crops,Zimbabwe,Area harvested,"Rice, paddy",2017,ha,13281
Crops,Zimbabwe,Area harvested,"Rice, paddy",2018,ha,23641
Crops,Zimbabwe,Area harvested,"Rice, paddy",2019,ha,26060
Crops,Zimbabwe,Area harvested,Seed cotton,2016,ha,101660
Crops,Zimbabwe,Area harvested,Seed cotton,2017,ha,76495
Crops,Zimbabwe,Area harvested,Seed cotton,2018,ha,129447
Crops,Zimbabwe,Area harvested,Seed cotton,2019,ha,156640
Crops,Zimbabwe,Area harvested,Sorghum,2016,ha,190398
Crops,Zimbabwe,Area harvested,Sorghum,2017,ha,176213
Crops,Zimbabwe,Area harvested,Sorghum,2018,ha,115914
Crops,Zimbabwe,Area harvested,Sorghum,2019,ha,107649
Crops,Zimbabwe,Area harvested,Soybeans,2016,ha,39935
Crops,Zimbabwe,Area harvested,Soybeans,2017,ha,23515
Crops,Zimbabwe,Area harvested,Soybeans,2018,ha,37307
Crops,Zimbabwe,Area harvested,Soybeans,2019,ha,30000
Crops,Zimbabwe,Area harvested,Sugar cane,2016,ha,43500
Crops,Zimbabwe,Area harvested,Sugar cane,2017,ha,41000
Crops,Zimbabwe,Area harvested,Sugar cane,2018,ha,45000
Crops,Zimbabwe,Area harvested,Sugar cane,2019,ha,46000
Crops,Zimbabwe,Area harvested,Sunflower seed,2016,ha,8428
Crops,Zimbabwe,Area harvested,Sunflower seed,2017,ha,8269
Crops,Zimbabwe,Area harvested,Sunflower seed,2018,ha,10528
Crops,Zimbabwe,Area harvested,Sunflower seed,2019,ha,8179
Crops,Zimbabwe,Area harvested,Sweet potatoes,2016,ha,9972
Crops,Zimbabwe,Area harvested,Sweet potatoes,2017,ha,11905
Crops,Zimbabwe,Area harvested,Sweet potatoes,2018,ha,12185
Crops,Zimbabwe,Area harvested,Sweet potatoes,2019,ha,12512
Crops,Zimbabwe,Area harvested,Tea,2016,ha,1341
Crops,Zimbabwe,Area harvested,Tea,2017,ha,969
Crops,Zimbabwe,Area harvested,Tea,2018,ha,753
Crops,Zimbabwe,Area harvested,Tea,2019,ha,830
Crops,Zimbabwe,Area harvested,Tomatoes,2016,ha,3585
Crops,Zimbabwe,Area harvested,Tomatoes,2017,ha,3654
Crops,Zimbabwe,Area harvested,Tomatoes,2018,ha,3723
Crops,Zimbabwe,Area harvested,Tomatoes,2019,ha,3791
Crops,Zimbabwe,Area harvested,"Vegetables, fresh nes",2016,ha,27232
Crops,Zimbabwe,Area harvested,"Vegetables, fresh nes",2017,ha,27605
Crops,Zimbabwe,Area harvested,"Vegetables, fresh nes",2018,ha,27977
Crops,Zimbabwe,Area harvested,"Vegetables, fresh nes",2019,ha,28348
Crops,Zimbabwe,Area harvested,"Vegetables, leguminous nes",2016,ha,162
Crops,Zimbabwe,Area harvested,"Vegetables, leguminous nes",2017,ha,165
Crops,Zimbabwe,Area harvested,"Vegetables, leguminous nes",2018,ha,168
Crops,Zimbabwe,Area harvested,"Vegetables, leguminous nes",2019,ha,171
Crops,Zimbabwe,Area harvested,Wheat,2016,ha,22094
Crops,Zimbabwe,Area harvested,Wheat,2017,ha,22070
Crops,Zimbabwe,Area harvested,Wheat,2018,ha,27474
Crops,Zimbabwe,Area harvested,Wheat,2019,ha,50342
